Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
H0,BRA,1201,Brazil,MEX,Mexico,2017,Export,6,95803.095
H0,BRA,1201,Brazil,MEX,Mexico,2018,Export,6,134425.318
H0,BRA,1201,Brazil,MEX,Mexico,2019,Export,6,232873.177
H0,BRA,1201,Brazil,MEX,Mexico,2020,Export,6,288607.189
H0,BRA,1201,Brazil,MEX,Mexico,2021,Export,6,547087.981
H0,BRA,1201,Brazil,MHL,Marshall Islands,2019,Export,6,0.063
H0,BRA,1201,Brazil,MHL,Marshall Islands,2020,Export,6,0.34
H0,BRA,1201,Brazil,MHL,Marshall Islands,2021,Export,6,1.134
H0,BRA,1201,Brazil,MLT,Malta,2021,Export,6,0.117
H0,BRA,1201,Brazil,MMR,Myanmar,2018,Export,6,320.768
H0,BRA,1201,Brazil,MOZ,Mozambique,2007,Export,6,0.014
H0,BRA,1201,Brazil,MOZ,Mozambique,2009,Export,6,4.71
H0,BRA,1201,Brazil,MOZ,Mozambique,2010,Export,6,126.862
H0,BRA,1201,Brazil,MOZ,Mozambique,2013,Export,6,180.214
H0,BRA,1201,Brazil,MOZ,Mozambique,2014,Export,6,180
H0,BRA,1201,Brazil,MOZ,Mozambique,2016,Export,6,148.2
H0,BRA,1201,Brazil,MOZ,Mozambique,2017,Export,6,45
H0,BRA,1201,Brazil,MOZ,Mozambique,2018,Export,6,59.63
H0,BRA,1201,Brazil,MUS,Mauritius,2016,Export,6,39.749
H0,BRA,1201,Brazil,MYS,Malaysia,1989,Export,6,24373.048
H0,BRA,1201,Brazil,MYS,Malaysia,1990,Export,6,6674.138
H0,BRA,1201,Brazil,MYS,Malaysia,1992,Export,6,20299.822
H0,BRA,1201,Brazil,MYS,Malaysia,1993,Export,6,9543.705
H0,BRA,1201,Brazil,MYS,Malaysia,1994,Export,6,6278.61
H0,BRA,1201,Brazil,MYS,Malaysia,1995,Export,6,1731.059
H0,BRA,1201,Brazil,MYS,Malaysia,1997,Export,6,25780.316
H0,BRA,1201,Brazil,MYS,Malaysia,1998,Export,6,9574.378
H0,BRA,1201,Brazil,MYS,Malaysia,1999,Export,6,9889.852
H0,BRA,1201,Brazil,MYS,Malaysia,2000,Export,6,712.5
H0,BRA,1201,Brazil,MYS,Malaysia,2001,Export,6,2269.649
H0,BRA,1201,Brazil,MYS,Malaysia,2002,Export,6,2203.462
H0,BRA,1201,Brazil,MYS,Malaysia,2003,Export,6,13284.646
H0,BRA,1201,Brazil,MYS,Malaysia,2004,Export,6,21473.316
H0,BRA,1201,Brazil,MYS,Malaysia,2007,Export,6,13209.271
H0,BRA,1201,Brazil,MYS,Malaysia,2008,Export,6,11.122
H0,BRA,1201,Brazil,MYS,Malaysia,2010,Export,6,12.413
H0,BRA,1201,Brazil,MYS,Malaysia,2011,Export,6,1195.621
H0,BRA,1201,Brazil,MYS,Malaysia,2012,Export,6,6907.902
H0,BRA,1201,Brazil,MYS,Malaysia,2013,Export,6,52917.935
H0,BRA,1201,Brazil,MYS,Malaysia,2014,Export,6,33547.068
H0,BRA,1201,Brazil,MYS,Malaysia,2015,Export,6,34565.948
H0,BRA,1201,Brazil,MYS,Malaysia,2016,Export,6,27949.608
H0,BRA,1201,Brazil,MYS,Malaysia,2017,Export,6,30570.68
H0,BRA,1201,Brazil,MYS,Malaysia,2018,Export,6,6193.127
H0,BRA,1201,Brazil,MYS,Malaysia,2019,Export,6,3763.525
H0,BRA,1201,Brazil,MYS,Malaysia,2020,Export,6,10485.261
H0,BRA,1201,Brazil,MYS,Malaysia,2021,Export,6,7054.687
H0,BRA,1201,Brazil,NAM,Namibia,2008,Export,6,0.119
H0,BRA,1201,Brazil,NGA,Nigeria,2005,Export,6,2552
H0,BRA,1201,Brazil,NGA,Nigeria,2011,Export,6,37.05
H0,BRA,1201,Brazil,NGA,Nigeria,2013,Export,6,32.7
H0,BRA,1201,Brazil,NGA,Nigeria,2014,Export,6,1176.726
H0,BRA,1201,Brazil,NGA,Nigeria,2015,Export,6,166.776
H0,BRA,1201,Brazil,NGA,Nigeria,2017,Export,6,99.534
H0,BRA,1201,Brazil,NGA,Nigeria,2018,Export,6,217.091
H0,BRA,1201,Brazil,NIC,Nicaragua,1989,Export,6,560.07
H0,BRA,1201,Brazil,NLD,Netherlands,1989,Export,6,434476
H0,BRA,1201,Brazil,NLD,Netherlands,1990,Export,6,331010.752
H0,BRA,1201,Brazil,NLD,Netherlands,1991,Export,6,172809.216
H0,BRA,1201,Brazil,NLD,Netherlands,1992,Export,6,293799.52
H0,BRA,1201,Brazil,NLD,Netherlands,1993,Export,6,434664.864
H0,BRA,1201,Brazil,NLD,Netherlands,1994,Export,6,725687.936
H0,BRA,1201,Brazil,NLD,Netherlands,1995,Export,6,383489.12
H0,BRA,1201,Brazil,NLD,Netherlands,1996,Export,6,582423.04
H0,BRA,1201,Brazil,NLD,Netherlands,1997,Export,6,1266854.912
H0,BRA,1201,Brazil,NLD,Netherlands,1998,Export,6,699266.368
H0,BRA,1201,Brazil,NLD,Netherlands,1999,Export,6,543569.106
H0,BRA,1201,Brazil,NLD,Netherlands,2000,Export,6,656760.836
H0,BRA,1201,Brazil,NLD,Netherlands,2001,Export,6,590705.674
H0,BRA,1201,Brazil,NLD,Netherlands,2002,Export,6,543968.708
H0,BRA,1201,Brazil,NLD,Netherlands,2003,Export,6,766070.116
H0,BRA,1201,Brazil,NLD,Netherlands,2004,Export,6,952308.657
H0,BRA,1201,Brazil,NLD,Netherlands,2005,Export,6,1199631.812
H0,BRA,1201,Brazil,NLD,Netherlands,2006,Export,6,853988.507
H0,BRA,1201,Brazil,NLD,Netherlands,2007,Export,6,932284.311
H0,BRA,1201,Brazil,NLD,Netherlands,2008,Export,6,1030892.422
H0,BRA,1201,Brazil,NLD,Netherlands,2009,Export,6,974309.547
H0,BRA,1201,Brazil,NLD,Netherlands,2010,Export,6,550551.009
H0,BRA,1201,Brazil,NLD,Netherlands,2011,Export,6,710252.071
H0,BRA,1201,Brazil,NLD,Netherlands,2012,Export,6,550153.516
H0,BRA,1201,Brazil,NLD,Netherlands,2013,Export,6,829561.199
H0,BRA,1201,Brazil,NLD,Netherlands,2014,Export,6,1013057.281
H0,BRA,1201,Brazil,NLD,Netherlands,2015,Export,6,580865.886
H0,BRA,1201,Brazil,NLD,Netherlands,2016,Export,6,571489.078
H0,BRA,1201,Brazil,NLD,Netherlands,2017,Export,6,592434.294
H0,BRA,1201,Brazil,NLD,Netherlands,2018,Export,6,531186.859
H0,BRA,1201,Brazil,NLD,Netherlands,2019,Export,6,604781.141
H0,BRA,1201,Brazil,NLD,Netherlands,2020,Export,6,1109035.434
H0,BRA,1201,Brazil,NLD,Netherlands,2021,Export,6,1198838.475
H0,BRA,1201,Brazil,NOR,Norway,1989,Export,6,4444.664
H0,BRA,1201,Brazil,NOR,Norway,1990,Export,6,10138.958
H0,BRA,1201,Brazil,NOR,Norway,1991,Export,6,1730.305
H0,BRA,1201,Brazil,NOR,Norway,1992,Export,6,6563.289
H0,BRA,1201,Brazil,NOR,Norway,1994,Export,6,6098.1
H0,BRA,1201,Brazil,NOR,Norway,1996,Export,6,550.439
H0,BRA,1201,Brazil,NOR,Norway,1997,Export,6,28765.508
H0,BRA,1201,Brazil,NOR,Norway,1998,Export,6,24919.952
H0,BRA,1201,Brazil,NOR,Norway,1999,Export,6,66594.891
H0,BRA,1201,Brazil,NOR,Norway,2000,Export,6,102966.528
H0,BRA,1201,Brazil,NOR,Norway,2001,Export,6,75609.212
H0,BRA,1201,Brazil,NOR,Norway,2002,Export,6,77367.656
H0,BRA,1201,Brazil,NOR,Norway,2003,Export,6,81744.695
H0,BRA,1201,Brazil,NOR,Norway,2004,Export,6,94257.097
H0,BRA,1201,Brazil,NOR,Norway,2005,Export,6,92187.438
H0,BRA,1201,Brazil,NOR,Norway,2006,Export,6,86321.973
H0,BRA,1201,Brazil,NOR,Norway,2007,Export,6,109013.873
H0,BRA,1201,Brazil,NOR,Norway,2008,Export,6,176612.727
H0,BRA,1201,Brazil,NOR,Norway,2009,Export,6,182758.523
H0,BRA,1201,Brazil,NOR,Norway,2010,Export,6,147868.994
H0,BRA,1201,Brazil,NOR,Norway,2011,Export,6,159695.09
H0,BRA,1201,Brazil,NOR,Norway,2012,Export,6,215359.733
H0,BRA,1201,Brazil,NOR,Norway,2013,Export,6,168484.391
H0,BRA,1201,Brazil,NOR,Norway,2014,Export,6,156680.17
H0,BRA,1201,Brazil,NOR,Norway,2015,Export,6,139647.823
H0,BRA,1201,Brazil,NOR,Norway,2016,Export,6,99482.15
H0,BRA,1201,Brazil,NOR,Norway,2017,Export,6,103446.086
H0,BRA,1201,Brazil,NOR,Norway,2018,Export,6,110831.828
H0,BRA,1201,Brazil,NOR,Norway,2019,Export,6,148285.219
H0,BRA,1201,Brazil,NOR,Norway,2020,Export,6,125055.316
H0,BRA,1201,Brazil,NOR,Norway,2021,Export,6,156155.122
H0,BRA,1201,Brazil,NPL,Nepal,2016,Export,6,345.913
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",1989,Export,6,2513.29
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",1994,Export,6,1476
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",1997,Export,6,57732.396
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",1998,Export,6,97810.672
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",1999,Export,6,2015.354
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2000,Export,6,21071.01
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2001,Export,6,44958.922
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2002,Export,6,34814.4
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2003,Export,6,117946.868
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2004,Export,6,213654.612
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2005,Export,6,121594.512
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2006,Export,6,119781.32
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2007,Export,6,60437.607
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2008,Export,6,75714.515
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2009,Export,6,216429.677
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2010,Export,6,247487.873
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2011,Export,6,482284.178
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2012,Export,6,607590.436
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2013,Export,6,525551.14
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2014,Export,6,379610.995
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2015,Export,6,376106.269
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2016,Export,6,330352.431
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2017,Export,6,382263.652
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2018,Export,6,132002.238
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2019,Export,6,231196.945
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2020,Export,6,334952.939
H0,BRA,1201,Brazil,OAS,"Other Asia, nes",2021,Export,6,532638.597
H0,BRA,1201,Brazil,PAK,Pakistan,2015,Export,6,48615.242
H0,BRA,1201,Brazil,PAK,Pakistan,2016,Export,6,183149.602
H0,BRA,1201,Brazil,PAK,Pakistan,2017,Export,6,358241.607
H0,BRA,1201,Brazil,PAK,Pakistan,2018,Export,6,255941.866
H0,BRA,1201,Brazil,PAK,Pakistan,2019,Export,6,267966.064
H0,BRA,1201,Brazil,PAK,Pakistan,2020,Export,6,416187.152
H0,BRA,1201,Brazil,PAK,Pakistan,2021,Export,6,693921.186
H0,BRA,1201,Brazil,PAN,Panama,1993,Export,6,252.02
H0,BRA,1201,Brazil,PAN,Panama,1994,Export,6,11855.216
H0,BRA,1201,Brazil,PAN,Panama,2005,Export,6,603
H0,BRA,1201,Brazil,PAN,Panama,2015,Export,6,17.811
H0,BRA,1201,Brazil,PAN,Panama,2018,Export,6,0.025
H0,BRA,1201,Brazil,PAN,Panama,2019,Export,6,0.182
H0,BRA,1201,Brazil,PAN,Panama,2020,Export,6,0.221
H0,BRA,1201,Brazil,PAN,Panama,2021,Export,6,0.328
H0,BRA,1201,Brazil,PER,Peru,2001,Export,6,1296.104
H0,BRA,1201,Brazil,PER,Peru,2009,Export,6,1.8
H0,BRA,1201,Brazil,PER,Peru,2015,Export,6,44.848
H0,BRA,1201,Brazil,PER,Peru,2019,Export,6,0.001
H0,BRA,1201,Brazil,PER,Peru,2021,Export,6,1.059
H0,BRA,1201,Brazil,PHL,Philippines,1997,Export,6,3335.987
H0,BRA,1201,Brazil,PHL,Philippines,2001,Export,6,4535.378
H0,BRA,1201,Brazil,PHL,Philippines,2002,Export,6,423.503
H0,BRA,1201,Brazil,PHL,Philippines,2007,Export,6,8.999
H0,BRA,1201,Brazil,PHL,Philippines,2008,Export,6,63.971
H0,BRA,1201,Brazil,PHL,Philippines,2009,Export,6,24.028
H0,BRA,1201,Brazil,PHL,Philippines,2010,Export,6,50.752
H0,BRA,1201,Brazil,PHL,Philippines,2011,Export,6,138.592
H0,BRA,1201,Brazil,PHL,Philippines,2012,Export,6,63.232
H0,BRA,1201,Brazil,PHL,Philippines,2013,Export,6,94.924
H0,BRA,1201,Brazil,PHL,Philippines,2014,Export,6,298.745
H0,BRA,1201,Brazil,PHL,Philippines,2015,Export,6,71.362
H0,BRA,1201,Brazil,PHL,Philippines,2018,Export,6,4070
H0,BRA,1201,Brazil,PHL,Philippines,2021,Export,6,5669.564
H0,BRA,1201,Brazil,POL,Poland,1994,Export,6,3554.29
H0,BRA,1201,Brazil,POL,Poland,1996,Export,6,3091.55
H0,BRA,1201,Brazil,POL,Poland,2005,Export,6,42.384
H0,BRA,1201,Brazil,POL,Poland,2006,Export,6,44.89
H0,BRA,1201,Brazil,POL,Poland,2007,Export,6,34.324
H0,BRA,1201,Brazil,POL,Poland,2008,Export,6,0.262
H0,BRA,1201,Brazil,POL,Poland,2011,Export,6,14.623
H0,BRA,1201,Brazil,PRK,"Korea, Dem. Rep.",1997,Export,6,12912.339
H0,BRA,1201,Brazil,PRK,"Korea, Dem. Rep.",2003,Export,6,1828.236
H0,BRA,1201,Brazil,PRK,"Korea, Dem. Rep.",2004,Export,6,56401.428
H0,BRA,1201,Brazil,PRK,"Korea, Dem. Rep.",2008,Export,6,3956.749
H0,BRA,1201,Brazil,PRK,"Korea, Dem. Rep.",2011,Export,6,2240.01
H0,BRA,1201,Brazil,PRT,Portugal,1989,Export,6,13957.47
H0,BRA,1201,Brazil,PRT,Portugal,1990,Export,6,10853.072
H0,BRA,1201,Brazil,PRT,Portugal,1991,Export,6,8365.188
H0,BRA,1201,Brazil,PRT,Portugal,1992,Export,6,7691.598
H0,BRA,1201,Brazil,PRT,Portugal,1993,Export,6,7627.36
H0,BRA,1201,Brazil,PRT,Portugal,1994,Export,6,11929.947
H0,BRA,1201,Brazil,PRT,Portugal,1995,Export,6,39821.196
H0,BRA,1201,Brazil,PRT,Portugal,1996,Export,6,20024.602
H0,BRA,1201,Brazil,PRT,Portugal,1997,Export,6,4755.856
H0,BRA,1201,Brazil,PRT,Portugal,1998,Export,6,40238.896
H0,BRA,1201,Brazil,PRT,Portugal,2000,Export,6,55550.815
H0,BRA,1201,Brazil,PRT,Portugal,2001,Export,6,154359.223
H0,BRA,1201,Brazil,PRT,Portugal,2002,Export,6,164609.343
H0,BRA,1201,Brazil,PRT,Portugal,2003,Export,6,80492.057
H0,BRA,1201,Brazil,PRT,Portugal,2004,Export,6,148937.968
H0,BRA,1201,Brazil,PRT,Portugal,2005,Export,6,88119.015
H0,BRA,1201,Brazil,PRT,Portugal,2006,Export,6,179437.491
H0,BRA,1201,Brazil,PRT,Portugal,2007,Export,6,246134.808
H0,BRA,1201,Brazil,PRT,Portugal,2008,Export,6,265101.873
H0,BRA,1201,Brazil,PRT,Portugal,2009,Export,6,275793.018
H0,BRA,1201,Brazil,PRT,Portugal,2010,Export,6,281721.231
H0,BRA,1201,Brazil,PRT,Portugal,2011,Export,6,51938.891
H0,BRA,1201,Brazil,PRT,Portugal,2012,Export,6,259202.05
H0,BRA,1201,Brazil,PRT,Portugal,2013,Export,6,106063.904
H0,BRA,1201,Brazil,PRT,Portugal,2014,Export,6,163782.554
H0,BRA,1201,Brazil,PRT,Portugal,2015,Export,6,168045.16
H0,BRA,1201,Brazil,PRT,Portugal,2016,Export,6,85551.414
H0,BRA,1201,Brazil,PRT,Portugal,2017,Export,6,80152.149
H0,BRA,1201,Brazil,PRT,Portugal,2018,Export,6,165749.458
H0,BRA,1201,Brazil,PRT,Portugal,2019,Export,6,120354.371
H0,BRA,1201,Brazil,PRT,Portugal,2020,Export,6,146804.868
H0,BRA,1201,Brazil,PRT,Portugal,2021,Export,6,243480.354
H0,BRA,1201,Brazil,PRY,Paraguay,1990,Export,6,126.294
H0,BRA,1201,Brazil,PRY,Paraguay,1991,Export,6,12.642
H0,BRA,1201,Brazil,PRY,Paraguay,1992,Export,6,81.901
H0,BRA,1201,Brazil,PRY,Paraguay,1993,Export,6,44.899
H0,BRA,1201,Brazil,PRY,Paraguay,1994,Export,6,562.197
H0,BRA,1201,Brazil,PRY,Paraguay,1995,Export,6,263.479
H0,BRA,1201,Brazil,PRY,Paraguay,1996,Export,6,2032.475
H0,BRA,1201,Brazil,PRY,Paraguay,1997,Export,6,3927.108
H0,BRA,1201,Brazil,PRY,Paraguay,1998,Export,6,11225.917
H0,BRA,1201,Brazil,PRY,Paraguay,1999,Export,6,2286.968
H0,BRA,1201,Brazil,PRY,Paraguay,2000,Export,6,2581.654
H0,BRA,1201,Brazil,PRY,Paraguay,2001,Export,6,2877.377
H0,BRA,1201,Brazil,PRY,Paraguay,2002,Export,6,2697.091
H0,BRA,1201,Brazil,PRY,Paraguay,2003,Export,6,3336.598
H0,BRA,1201,Brazil,PRY,Paraguay,2004,Export,6,5690.845
H0,BRA,1201,Brazil,PRY,Paraguay,2005,Export,6,3674.945
H0,BRA,1201,Brazil,PRY,Paraguay,2006,Export,6,3110.314
H0,BRA,1201,Brazil,PRY,Paraguay,2007,Export,6,5223.999
H0,BRA,1201,Brazil,PRY,Paraguay,2008,Export,6,4762.906
H0,BRA,1201,Brazil,PRY,Paraguay,2009,Export,6,7466.183
H0,BRA,1201,Brazil,PRY,Paraguay,2010,Export,6,4009.277
H0,BRA,1201,Brazil,PRY,Paraguay,2011,Export,6,7028.161
H0,BRA,1201,Brazil,PRY,Paraguay,2012,Export,6,4724.36
H0,BRA,1201,Brazil,PRY,Paraguay,2013,Export,6,2329.358
H0,BRA,1201,Brazil,PRY,Paraguay,2014,Export,6,2202.676
H0,BRA,1201,Brazil,PRY,Paraguay,2015,Export,6,1164.115
H0,BRA,1201,Brazil,PRY,Paraguay,2016,Export,6,1229.499
H0,BRA,1201,Brazil,PRY,Paraguay,2017,Export,6,4611.556
H0,BRA,1201,Brazil,PRY,Paraguay,2018,Export,6,3653.615
H0,BRA,1201,Brazil,PRY,Paraguay,2019,Export,6,2570.228
H0,BRA,1201,Brazil,PRY,Paraguay,2020,Export,6,3305.83
H0,BRA,1201,Brazil,PRY,Paraguay,2021,Export,6,8342.625
H0,BRA,1201,Brazil,ROM,Romania,1990,Export,6,21442.308
H0,BRA,1201,Brazil,ROM,Romania,1991,Export,6,834.006
H0,BRA,1201,Brazil,ROM,Romania,1993,Export,6,219.74
H0,BRA,1201,Brazil,ROM,Romania,1994,Export,6,2594.899
H0,BRA,1201,Brazil,ROM,Romania,2001,Export,6,13977.559
H0,BRA,1201,Brazil,ROM,Romania,2002,Export,6,6274.19
H0,BRA,1201,Brazil,ROM,Romania,2003,Export,6,6925.257
H0,BRA,1201,Brazil,ROM,Romania,2004,Export,6,12034.2
H0,BRA,1201,Brazil,ROM,Romania,2008,Export,6,9074.721
H0,BRA,1201,Brazil,ROM,Romania,2009,Export,6,12842.143
H0,BRA,1201,Brazil,ROM,Romania,2010,Export,6,24303.597
H0,BRA,1201,Brazil,ROM,Romania,2011,Export,6,8333.127
H0,BRA,1201,Brazil,ROM,Romania,2013,Export,6,39700.538
H0,BRA,1201,Brazil,ROM,Romania,2014,Export,6,8970.042
H0,BRA,1201,Brazil,ROM,Romania,2015,Export,6,17419.676
H0,BRA,1201,Brazil,ROM,Romania,2016,Export,6,19556.344
H0,BRA,1201,Brazil,ROM,Romania,2017,Export,6,37082.644
H0,BRA,1201,Brazil,ROM,Romania,2018,Export,6,66136.888
H0,BRA,1201,Brazil,ROM,Romania,2019,Export,6,17544.734
H0,BRA,1201,Brazil,ROM,Romania,2020,Export,6,76149.537
H0,BRA,1201,Brazil,ROM,Romania,2021,Export,6,59931.675
H0,BRA,1201,Brazil,RUS,Russian Federation,1993,Export,6,636.6
H0,BRA,1201,Brazil,RUS,Russian Federation,1994,Export,6,1399.149
H0,BRA,1201,Brazil,RUS,Russian Federation,1997,Export,6,12944.576
H0,BRA,1201,Brazil,RUS,Russian Federation,1998,Export,6,1057.625
H0,BRA,1201,Brazil,RUS,Russian Federation,2002,Export,6,8802.332
H0,BRA,1201,Brazil,RUS,Russian Federation,2005,Export,6,1056.033
H0,BRA,1201,Brazil,RUS,Russian Federation,2007,Export,6,35941.647
H0,BRA,1201,Brazil,RUS,Russian Federation,2008,Export,6,57039.079
H0,BRA,1201,Brazil,RUS,Russian Federation,2010,Export,6,157575.425
H0,BRA,1201,Brazil,RUS,Russian Federation,2011,Export,6,143077.645
H0,BRA,1201,Brazil,RUS,Russian Federation,2012,Export,6,73111.704
H0,BRA,1201,Brazil,RUS,Russian Federation,2014,Export,6,296194.739
H0,BRA,1201,Brazil,RUS,Russian Federation,2015,Export,6,231534.581
H0,BRA,1201,Brazil,RUS,Russian Federation,2016,Export,6,411426.752
H0,BRA,1201,Brazil,RUS,Russian Federation,2017,Export,6,415723.037
H0,BRA,1201,Brazil,RUS,Russian Federation,2018,Export,6,450301.25
H0,BRA,1201,Brazil,RUS,Russian Federation,2019,Export,6,354785.511
H0,BRA,1201,Brazil,RUS,Russian Federation,2020,Export,6,386638.639
H0,BRA,1201,Brazil,RUS,Russian Federation,2021,Export,6,343286.654
H0,BRA,1201,Brazil,SAU,Saudi Arabia,1992,Export,6,426.347
H0,BRA,1201,Brazil,SDN,Fm Sudan,2010,Export,6,3.604
H0,BRA,1201,Brazil,SDN,Fm Sudan,2011,Export,6,177.913
H0,BRA,1201,Brazil,SEN,Senegal,2014,Export,6,226.602
H0,BRA,1201,Brazil,SEN,Senegal,2015,Export,6,1263.47
H0,BRA,1201,Brazil,SEN,Senegal,2016,Export,6,118.942
H0,BRA,1201,Brazil,SEN,Senegal,2020,Export,6,87.111
H0,BRA,1201,Brazil,SER,"Serbia, FR(Serbia/Montenegro)",1992,Export,6,1041.05
H0,BRA,1201,Brazil,SER,"Serbia, FR(Serbia/Montenegro)",2002,Export,6,790.95
H0,BRA,1201,Brazil,SGP,Singapore,2007,Export,6,223.922
H0,BRA,1201,Brazil,SGP,Singapore,2008,Export,6,888.864
H0,BRA,1201,Brazil,SGP,Singapore,2009,Export,6,770.316
H0,BRA,1201,Brazil,SGP,Singapore,2010,Export,6,789.944
H0,BRA,1201,Brazil,SGP,Singapore,2011,Export,6,1002.794
H0,BRA,1201,Brazil,SGP,Singapore,2012,Export,6,481.001
H0,BRA,1201,Brazil,SGP,Singapore,2013,Export,6,12028.514
H0,BRA,1201,Brazil,SGP,Singapore,2014,Export,6,491.102
H0,BRA,1201,Brazil,SGP,Singapore,2015,Export,6,307.82
H0,BRA,1201,Brazil,SGP,Singapore,2019,Export,6,0.751
H0,BRA,1201,Brazil,SGP,Singapore,2020,Export,6,0.246
H0,BRA,1201,Brazil,SGP,Singapore,2021,Export,6,0.137
H0,BRA,1201,Brazil,SLE,Sierra Leone,2021,Export,6,29.914
H0,BRA,1201,Brazil,SLV,El Salvador,1990,Export,6,88.199
H0,BRA,1201,Brazil,SUD,Sudan,2020,Export,6,19.89
H0,BRA,1201,Brazil,SUR,Suriname,2015,Export,6,1.82
H0,BRA,1201,Brazil,SVK,Slovak Republic,1994,Export,6,1242.149
H0,BRA,1201,Brazil,SVK,Slovak Republic,2007,Export,6,12.897
H0,BRA,1201,Brazil,SVK,Slovak Republic,2018,Export,6,1993.55
H0,BRA,1201,Brazil,SVN,Slovenia,2004,Export,6,1832.979
H0,BRA,1201,Brazil,SVN,Slovenia,2006,Export,6,2097.594
H0,BRA,1201,Brazil,SVN,Slovenia,2013,Export,6,176.638
H0,BRA,1201,Brazil,SVN,Slovenia,2018,Export,6,3596.351
H0,BRA,1201,Brazil,SWE,Sweden,2002,Export,6,70.732
H0,BRA,1201,Brazil,SWE,Sweden,2003,Export,6,226.353
H0,BRA,1201,Brazil,SWE,Sweden,2004,Export,6,520.7
H0,BRA,1201,Brazil,SWE,Sweden,2005,Export,6,163.396
H0,BRA,1201,Brazil,SWE,Sweden,2006,Export,6,186.964
H0,BRA,1201,Brazil,SWE,Sweden,2007,Export,6,968.713
H0,BRA,1201,Brazil,SWE,Sweden,2008,Export,6,1345.149
H0,BRA,1201,Brazil,SWE,Sweden,2009,Export,6,513.428
H0,BRA,1201,Brazil,SYR,Syrian Arab Republic,2004,Export,6,2070.914
H0,BRA,1201,Brazil,SYR,Syrian Arab Republic,2006,Export,6,1654.262
H0,BRA,1201,Brazil,TCA,Turks and Caicos Isl.,2013,Export,6,3166.988
H0,BRA,1201,Brazil,TCA,Turks and Caicos Isl.,2014,Export,6,7810.691
H0,BRA,1201,Brazil,TCA,Turks and Caicos Isl.,2015,Export,6,3034.2
H0,BRA,1201,Brazil,TCA,Turks and Caicos Isl.,2018,Export,6,19147.852
H0,BRA,1201,Brazil,TCA,Turks and Caicos Isl.,2019,Export,6,7103.441
H0,BRA,1201,Brazil,THA,Thailand,1989,Export,6,213.5
H0,BRA,1201,Brazil,THA,Thailand,1994,Export,6,21433.788
H0,BRA,1201,Brazil,THA,Thailand,1995,Export,6,4003.955
H0,BRA,1201,Brazil,THA,Thailand,1996,Export,6,2422.576
H0,BRA,1201,Brazil,THA,Thailand,1997,Export,6,48354.292
H0,BRA,1201,Brazil,THA,Thailand,1998,Export,6,25525.472
H0,BRA,1201,Brazil,THA,Thailand,1999,Export,6,9838.324
H0,BRA,1201,Brazil,THA,Thailand,2000,Export,6,19261.01
H0,BRA,1201,Brazil,THA,Thailand,2001,Export,6,6782.922
H0,BRA,1201,Brazil,THA,Thailand,2002,Export,6,18806.152
H0,BRA,1201,Brazil,THA,Thailand,2003,Export,6,19983.024
H0,BRA,1201,Brazil,THA,Thailand,2004,Export,6,94630.311
H0,BRA,1201,Brazil,THA,Thailand,2005,Export,6,146309.771
H0,BRA,1201,Brazil,THA,Thailand,2006,Export,6,172033.267
H0,BRA,1201,Brazil,THA,Thailand,2007,Export,6,278934.422
H0,BRA,1201,Brazil,THA,Thailand,2008,Export,6,536432.021
H0,BRA,1201,Brazil,THA,Thailand,2009,Export,6,362578.912
H0,BRA,1201,Brazil,THA,Thailand,2010,Export,6,444871.645
H0,BRA,1201,Brazil,THA,Thailand,2011,Export,6,577797.304
H0,BRA,1201,Brazil,THA,Thailand,2012,Export,6,598155.283
H0,BRA,1201,Brazil,THA,Thailand,2013,Export,6,589168.734
H0,BRA,1201,Brazil,THA,Thailand,2014,Export,6,626409.931
H0,BRA,1201,Brazil,THA,Thailand,2015,Export,6,672557.837
H0,BRA,1201,Brazil,THA,Thailand,2016,Export,6,586642.03
