ReporterISO3,PartnerISO3,Year,120810 in 1000 USD 
USA,CMR,2003,279.508
MYS,IDN,2001,279.662
RUS,KAZ,2017,279.987
ETH,VNM,2014,280.065
OAS,CHN,2006,280.205
USA,JOR,2015,280.261
AUT,SEN,2013,280.446
USA,EGY,2018,281.095
BEL,ITA,2010,281.147
USA,FRA,2014,281.235
EUN,ISR,2000,281.812
EUN,HRV,2000,282.134
AUT,FRA,2008,282.172
BEL,ESP,2003,282.554
GBR,NLD,2010,282.727
IND,KEN,2014,283.973
ZMB,MOZ,2019,284.316
AUT,ESP,2009,284.336
CZE,SVK,2014,284.36
EUN,CUB,2020,284.567
EUN,ZAF,2008,284.917
AUT,HRV,2021,284.93
ESP,CUB,2020,285.022
AUS,FJI,2018,285.21
GBR,ZAF,2008,285.3
NLD,CHN,2020,285.581
OAS,PHL,2002,285.745
LVA,EST,2017,285.986
USA,THA,2002,286.138
IND,GRC,2014,286.581
SER,MKD,2008,286.786
IND,SAU,2014,286.874
CAN,JPN,2006,286.958
OAS,PHL,2004,287.011
EUN,UKR,2016,287.199
BEL,ESP,2010,287.236
GBR,IRL,2016,287.388
USA,CHN,2008,288.069
BEL,FRA,2012,288.214
SER,HUN,2020,288.712
EUN,USA,2018,289.02
SGP,OAS,2004,289.164
KGZ,IRN,2000,289.327
NLD,RUS,2007,289.666
IND,CHN,2007,289.733
DEU,ITA,2004,290
SER,HUN,2009,290.208
USA,JOR,2008,290.436
AUT,SVK,2020,290.617
USA,MLI,2012,291.694
USA,MYS,2015,292.27
IND,ZAF,2014,292.641
AUT,PRT,2016,293.003
DNK,GRC,2012,293.36
SER,RUS,2013,293.714
ETH,ARE,2021,293.801
MWI,BDI,2005,294.269
AUT,ROM,2015,294.357
BRA,BOL,2018,294.421
ITA,FRA,2001,294.626
EUN,ISL,2017,294.652
NLD,ISL,2017,294.669
USA,ECU,2022,294.691
CHN,USA,2003,294.954
USA,KHM,2011,295.525
OAS,PHL,2013,295.674
EUN,THA,2011,296.346
DNK,GRC,2008,296.549
USA,JOR,2013,296.6
GBR,BLX,1997,296.668
IND,IDN,2015,296.847
AUT,PRT,2020,296.932
LVA,EST,2011,297.139
FRA,ESP,2000,297.484
IND,DEU,2016,297.489
AUT,ESP,2018,297.685
ESP,FRA,2013,298.212
BRA,BOL,2021,298.285
USA,FRA,2016,298.637
EUN,ISR,2018,298.71
SER,MNT,2018,298.82
EUN,CHN,2020,299.081
AUT,ISR,2018,299.262
IND,NZL,2008,299.575
AUT,ESP,2010,299.649
GBR,DEU,1997,299.951
GEO,UKR,1999,300.023
GBR,NLD,2020,300.251
GTM,SLV,2000,300.65
ZAF,SWE,2007,301.171
DNK,POL,2012,302.087
ITA,ALB,1997,302.406
EUN,SEN,2013,302.46
DEU,FRA,2004,303
AUT,HUN,2007,303.406
ZAF,NAM,2020,304.077
BEL,POL,2010,304.193
DNK,LVA,1998,304.22
IRL,GBR,2019,304.628
SER,HUN,2018,305.551
IND,JOR,2014,306.011
IND,ARE,2004,306.044
ZMB,ZAR,2018,306.349
MWI,MOZ,2007,306.474
ITA,BIH,2002,307.055
USA,MLI,2011,307.114
BEL,ESP,2001,307.329
IND,SAU,2021,307.41
EST,LTU,2011,307.916
SER,SVK,2014,308.129
EUN,BIH,2002,308.672
MWI,BDI,2004,309.068
SER,ISR,2009,309.924
MYS,BRN,1999,309.974
HUN,SVK,2001,310
NLD,HUN,1998,310.062
IRL,GBR,2020,310.429
USA,PYF,2002,310.486
DNK,SVK,2009,310.742
IRL,GBR,2022,311.205
AUT,HUN,2003,311.362
SER,BIH,2002,312.18
AUT,RUS,2014,312.305
CZE,SVK,2020,313.008
USA,FRA,2017,313.205
SER,BEL,2012,313.399
NLD,RUS,2001,313.513
BEL,DEU,2001,313.89
SER,CZE,2016,313.9
EST,LVA,2011,314.209
EUN,ZAF,2010,314.507
SER,DZA,2021,314.845
IND,THA,1998,314.891
USA,TUR,2008,315.029
SER,BGR,2004,315.064
AUS,FRA,2014,315.159
USA,GBR,2008,315.159
AUT,POL,2017,315.325
SER,ISR,2010,315.374
AUT,NLD,2009,315.475
AUS,PNG,2009,315.632
DEU,ITA,1999,315.665
SER,BIH,2004,315.745
BEL,USA,2015,315.819
GBR,ZAF,2010,316.006
SER,SVK,2016,316.084
BEL,DZA,2011,316.143
ITA,FRA,2014,316.25
IND,IDN,2007,316.788
EUN,KEN,2000,317.017
ESP,PRT,2000,317.317
USA,SAU,2017,317.359
NLD,KEN,2000,317.577
IND,KEN,2008,318.338
ITA,ROM,2016,318.386
SER,POL,2002,319.404
ETH,VNM,2021,319.465
THA,VNM,2018,319.701
SER,ROM,2008,320.479
AUT,POL,2013,320.634
DNK,ITA,2010,320.721
UGA,IND,2020,320.981
DEU,ISR,2001,321
SGP,THA,2002,321.351
SER,HRV,2008,321.38
EUN,GBR,2022,321.44
AUT,HUN,2006,321.62
EUN,ISR,2019,321.913
IND,LKA,2018,321.932
AUT,ISR,2019,322.038
USA,JOR,2007,323.003
GBR,NLD,2014,323.103
EUN,USA,2015,323.151
FRA,DZA,2013,323.215
AUT,SVK,2018,323.265
USA,NCL,1999,323.416
AUT,SEN,2021,324.958
BEL,HUN,2005,325.253
PRY,CHL,2002,325.5
ITA,HRV,2013,325.594
ITA,GBR,2000,325.655
SER,BLR,2010,325.845
AUT,ESP,2008,326.023
AUS,PNG,1998,326.479
USA,NCL,2004,326.65
USA,ISR,2022,326.873
NLD,IRL,2002,326.898
NLD,FRA,2001,326.949
IND,MMR,2004,326.997
DEU,BLX,1996,327.584
AUS,NZL,2001,327.971
SER,HRV,2014,328.329
AUT,POL,2020,328.472
AUT,ESP,2016,329.104
USA,OAS,2009,329.111
OAS,THA,2006,329.335
SER,HUN,2019,329.445
USA,PYF,2001,329.53
MWI,ZWE,2018,329.563
AUT,ROM,2018,329.58
SYR,FRA,2009,329.71
DNK,POL,2006,329.817
AUT,GBR,2021,330.33
ARE,KWT,2007,330.336
SER,MKD,2010,330.378
EUN,DZA,2006,330.746
ROM,ITA,2011,330.799
USA,GBR,1998,330.925
IND,MMR,2016,330.984
USA,TCD,2010,331.427
NLD,ESP,2011,331.655
DEU,ITA,2002,332
ZAF,NAM,2016,332.42
AUT,ESP,2011,332.546
ROM,BGR,2010,332.916
DEU,ISR,2003,333
SER,MKD,2013,333.008
EUN,SER,2013,333.18
DEU,ESP,1997,333.346
CHN,KOR,2013,333.409
AUT,ITA,1998,333.564
SER,HRV,2011,333.579
IND,SAU,2013,333.82
USA,ZAF,2018,334.6
HUN,SVK,2014,334.695
AUT,SVK,2016,334.798
ITA,CYP,1998,334.86
IRL,GBR,2021,334.941
BOL,CHL,2007,334.955
KEN,TZA,2019,335.035
SER,HUN,2022,335.267
SER,HUN,2021,335.445
CAN,USA,2009,335.669
UKR,BLR,2007,336.015
IND,USA,2018,336.176
FRA,DZA,2016,336.332
AUT,HRV,2010,337.176
ITA,ROM,2010,338.181
ZMB,ZAR,2019,338.329
AUT,HUN,2001,338.583
NZL,FJI,2011,338.588
EUN,ISR,2002,338.675
EUN,USA,2020,338.867
IND,MMR,2003,338.993
SER,HRV,2009,339.215
AUT,RUS,2013,339.469
IND,BGD,2021,339.769
OAS,JPN,2004,340.465
ZAF,MUS,2015,340.972
ZAF,MOZ,2002,341.072
BEL,ESP,2005,341.405
USA,NLD,2022,341.532
SER,HRV,2012,341.566
IND,NCL,2015,341.682
GBR,IRL,2015,341.819
IND,MMR,2005,342.272
SER,GBR,2011,342.329
ITA,SVK,2018,342.947
ITA,NOR,1997,343.012
EUN,AUS,2020,343.474
EUN,RUS,2013,343.583
AUT,AUS,2020,343.825
BRA,BOL,2022,343.915
AUT,HUN,2014,343.961
BEL,RUS,2010,344.035
AUS,NZL,2004,344.159
AUT,NLD,2010,344.348
OAS,PHL,2014,344.364
FRA,DZA,2009,344.553
KEN,SSD,2018,346.045
AUT,ISR,2016,346.299
IND,NPL,2015,346.33
SWE,BEL,2022,346.541
AUT,NLD,2020,346.734
EUN,HRV,2010,346.796
EUN,ISR,2016,346.837
AUT,POL,2019,346.858
AUT,ROM,2013,346.976
BEN,IND,2016,347.102
SER,SVK,2009,347.335
SER,MKD,2015,347.435
USA,NCL,2000,347.516
SER,MNT,2017,347.715
DEU,ITA,1998,348
USA,PHL,2002,348.532
HUN,SVK,2002,349
EUN,RUS,2014,349.306
EUN,THA,2013,349.417
IND,ARE,2017,350.179
USA,RUS,2007,350.758
HUN,AUT,2013,350.831
CHN,HKG,2016,351.046
ZAF,NGA,2016,351.257
ETH,USA,2020,351.539
SER,BIH,2011,351.933
GBR,DNK,2019,352.041
BOL,NLD,2005,352.422
USA,NPL,2021,352.5
GBR,DEU,2000,352.519
DNK,FRA,2011,352.617
GHA,SEN,2012,352.949
GBR,DNK,1999,353.058
USA,PYF,2007,353.187
USA,SGP,2010,353.449
ITA,AUT,2008,353.752
FRA,ESP,2010,353.925
DEU,NLD,2003,354
USA,IND,2005,354.61
IND,GBR,2014,354.653
BOL,DNK,2007,354.693
ARG,CHN,2015,354.755
EUN,HRV,2001,354.877
FRA,DEU,2015,355.135
SER,ISR,2017,355.297
EUN,RUS,2010,355.313
USA,BFA,2007,355.678
USA,FIN,2022,355.789
USA,NLD,2014,356.391
USA,BOL,1998,356.575
EUN,SEN,2021,356.615
NLD,ESP,2015,356.744
SER,SVK,2013,356.846
PRT,ESP,1998,356.9
ESP,MLT,2004,356.993
PAK,MYS,2013,357.109
BEN,VNM,2017,358.231
AUT,SVK,2004,358.268
AUT,ESP,2012,358.394
BEL,GBR,1999,359.233
HKG,PHL,2022,360.315
SER,HRV,2013,360.406
GBR,ITA,2019,360.783
AUT,POL,2015,360.82
AUT,ESP,2015,360.909
AUT,POL,2018,361.115
AUS,NZL,1998,361.229
EUN,SAU,2012,361.376
ARG,PHL,2016,361.645
EUN,SEN,2014,361.654
KEN,CMR,2010,361.697
SER,GBR,2012,361.907
OAS,IDN,2003,362
SER,HUN,2016,362.159
AUT,CZE,2013,362.175
USA,MYS,2004,362.26
IND,IDN,2016,362.72
SER,MKD,2011,362.742
SER,BIH,2020,362.772
SER,SVK,2015,362.779
LTU,BLR,1998,363.377
CAN,JPN,2007,363.88
IRL,GBR,2016,364.329
USA,PAN,1999,365.454
BOL,USA,2005,365.616
MWI,ZWE,2014,365.744
ITA,HRV,2021,365.959
SER,CZE,2004,366.599
AUT,SVK,2019,366.632
AUT,SEN,2016,367.257
ETH,SDN,2004,367.35
ESP,PRT,1999,367.396
AUT,PRT,2014,367.747
OAS,VNM,2007,367.854
AUT,ISR,2015,368.229
SER,BEL,2017,368.548
EUN,ISR,2015,368.855
DEU,NLD,1998,369
TUR,SYR,2022,369.349
IND,GBR,2012,369.363
DNK,ITA,2013,369.763
AUT,NLD,2005,369.86
DEU,BLX,1997,370.833
IND,MYS,2016,371.183
KAZ,RUS,2006,371.685
IND,CAN,2021,371.743
HUN,SVK,2016,372.217
GTM,BLZ,2014,372.807
SER,ISR,2011,372.907
KEN,SSD,2017,373.75
AUS,NZL,2003,373.846
AUT,GBR,2010,373.921
MYS,IDN,2012,374.089
AUT,ESP,2013,374.143
DNK,SWE,2007,374.28
AUS,KOR,2018,375.954
GRC,MKD,1996,376.512
CHN,KOR,2014,376.586
USA,PER,2005,376.616
AUT,SAU,2019,376.807
CAN,FRA,2018,377.034
SER,BEL,2016,378.089
VNM,CHN,2005,378.385
SER,HUN,2017,378.606
DNK,UKR,2013,378.741
UGA,BDI,2011,378.753
USA,EGY,2006,379.14
ZAF,SWE,2005,379.417
AUT,HRV,2007,379.481
USA,GBR,2007,379.603
AUS,NZL,2002,379.706
IRL,UNS,2008,379.896
SER,SVK,2017,381.027
NLD,FRA,2000,381.093
ARE,SGP,2005,382.333
DNK,FRA,2013,382.552
NLD,AUT,2010,383.305
NLD,AUT,2002,383.586
JPN,IDN,2022,383.64
IND,AUS,2021,383.705
AUT,PRT,2021,383.761
SER,GBR,2017,383.925
EUN,USA,2019,384.055
GBR,BEL,2009,385.058
AUT,ISR,2017,385.338
EUN,ISR,2017,385.34
SER,SVK,2011,385.949
KAZ,RUS,2004,386.066
AUT,SAU,2015,386.531
IND,OAS,2009,386.609
BEL,USA,2013,386.937
ARG,URY,2016,387.257
AUT,POL,2014,387.646
IND,MMR,1999,387.819
IND,JPN,2009,387.934
GBR,NLD,2011,388.521
NLD,ITA,2017,388.733
OAS,JPN,2005,388.754
GBR,BEL,2012,389.201
AUT,FRA,2005,389.209
IND,USA,2014,389.511
AUT,BEL,2009,389.621
AUT,ITA,1997,389.8
IND,IDN,2001,389.822
ZAF,ZWE,2003,389.826
KAZ,RUS,2009,389.916
AUT,ISR,2013,389.939
SER,SVK,2006,390.083
EUN,SEN,2022,390.161
NLD,GHA,1996,390.186
SER,MKD,2014,390.362
SER,ROM,2009,390.428
ITA,DEU,2005,390.57
AUT,HRV,2005,390.725
RUS,KOR,2008,391.2
DNK,ITA,2012,391.918
USA,NZL,1997,392.322
ITA,BGR,1997,393.147
DNK,SWE,2020,393.24
IND,GBR,2013,394.621
ITA,IRL,2005,394.818
ZAF,LSO,2022,394.858
FRA,BEL,2003,395.02
TGO,NLD,2020,395.029
CHN,USA,2005,395.367
ZAF,ZWE,2021,395.485
LTU,LVA,2017,395.499
SER,GRC,2009,395.549
ARG,VNM,2014,395.716
NLD,AUS,1999,395.847
ZMB,AND,2016,395.852
IRL,GBR,2013,396.094
NLD,HUN,1999,396.33
DNK,LVA,2011,396.649
GHA,BFA,2012,397.939
SER,ROM,2010,399.471
ROM,HUN,2010,399.861
EUN,ISR,2013,401.284
USA,GHA,2002,401.317
AUT,SAU,2014,401.514
DNK,NLD,2013,402.046
BEL,DZA,2008,402.241
GBR,NLD,2013,402.748
GBR,IRL,2014,402.905
USA,BGD,2019,403.053
AUS,FRA,2013,403.626
EUN,USA,2013,403.695
BEL,POL,2004,404.046
MEX,PAN,1999,404.295
EUN,RUS,2001,404.43
BLX,ESP,1996,404.694
SER,SVK,2004,405.54
EUN,RUS,2022,405.832
USA,HKG,1999,405.839
DEU,FRA,2001,406
CZE,SVK,1996,406.208
SER,SVK,2010,406.32
AUT,HRV,2006,406.426
USA,GBR,2002,406.616
SER,AUT,2010,406.705
EUN,SEN,2016,407.153
ARG,NPL,2016,407.535
RWA,TZA,2016,408.257
NLD,KEN,2006,408.311
ITA,AUT,2003,408.535
BOL,DNK,2005,408.678
EUN,KEN,2006,408.691
AUT,SAU,2016,408.857
EUN,ISR,2014,409.029
AUT,ISR,2014,409.196
BOL,DEU,2001,409.748
USA,HKG,1998,409.864
EST,LVA,2010,410.104
SER,SVK,2012,410.326
NIC,HND,1999,410.389
ITA,MLT,1997,411.786
DEU,NLD,2001,412
ITA,CHE,2014,412.173
DNK,UKR,2011,412.217
USA,NCL,2001,412.431
AUT,POL,2021,412.652
AUT,PRT,2017,412.88
IRL,GBR,2017,413.104
SER,ISR,2012,413.538
SER,TUR,2012,413.596
NGA,MRT,2018,413.738
EUN,ISR,2001,414.302
USA,SYR,2011,414.433
GBR,BEL,2004,414.479
NLD,DEU,1999,415.18
SER,FRA,2015,415.488
BEL,RUS,2009,415.554
AUT,SAU,2018,415.61
USA,NLD,2011,415.853
SER,BIH,2021,417.522
USA,PYF,2009,417.964
BOL,CHL,2006,418.098
AUT,DZA,2012,418.573
BEL,NLD,2020,418.762
EUN,CUB,2016,419.072
AUT,SAU,2013,419.123
DNK,SWE,2008,419.218
ESP,CUB,2016,419.3
AUS,NZL,2000,419.671
AUS,PNG,2016,419.709
ZAF,MOZ,2003,420.825
USA,IND,2018,421.012
USA,LCA,2021,421.85
AUT,SAU,2017,423.02
USA,THA,1999,423.157
IND,IDN,2003,423.227
BLX,ESP,1997,423.649
MDA,UKR,2002,423.775
ETH,SUD,2016,424.367
NLD,AUT,2005,425.334
EUN,UKR,2013,425.582
IRL,GBR,2015,425.933
FRA,DZA,2010,426.831
SER,ITA,2012,427.355
HUN,SER,1999,428
AUT,FRA,2007,428.306
ESP,FRA,1997,429.289
RWA,TZA,2015,430.266
PRT,HUN,2020,430.6
BOL,GBR,2006,430.636
SER,BIH,2019,431.647
IRL,UNS,2002,431.824
IND,LKA,2006,432.095
IRL,GBR,2018,432.384
OAS,VNM,2008,433.246
ITA,CZE,2014,433.546
SER,BIH,2014,433.806
AUT,SAU,2020,434.045
DNK,ITA,2011,434.258
FRA,ESP,2002,434.279
IND,SAU,2018,434.566
DNK,SVK,2013,435.111
DNK,ITA,2008,435.511
AUT,ROM,2014,436.019
SER,BIH,2018,436.144
SER,BGR,2015,437.634
OAS,MYS,2011,437.927
EUN,UKR,2011,437.932
NLD,AUS,2000,439.085
NGA,SEN,2016,439.66
USA,EGY,2011,440.305
EUN,AUS,2000,440.367
SER,DEU,2011,440.512
NGA,CMR,2016,440.562
IND,PHL,2008,440.85
BEL,RUS,2006,441.458
AUT,HUN,2005,441.513
EUN,SAU,2019,441.717
DEU,AUT,1996,441.873
DEU,ITA,1996,442.537
DEU,FRA,1998,443
DEU,FRA,2003,443
SER,TUR,2011,443.907
SER,DEU,2014,444.149
USA,FJI,1999,444.496
USA,PYF,1999,445
HUN,AUT,2021,445.097
GBR,NLD,2015,445.9
DNK,GRC,2007,445.973
EUN,SAU,2016,446.059
SER,HUN,2011,446.202
FRA,ESP,2004,446.475
ZMB,KEN,2013,446.491
MYS,BRN,2000,446.865
ZMB,TZA,2018,447.17
ITA,FRA,2012,447.546
AUT,POL,2012,447.783
IND,PHL,2006,448.187
AUS,KOR,2009,448.524
AUT,SVK,2005,448.698
USA,IDN,2022,449.247
AUT,SAU,2021,449.484
IND,PHL,2007,449.549
EUN,SAU,2015,449.607
HUN,ROM,2007,450
SER,AUT,2014,451.309
SER,ESP,2012,451.675
MWI,ZMB,2008,451.9
HUN,SER,1998,452
PNG,MYS,2011,452.199
NGA,MRT,2017,452.292
USA,ZAF,2016,452.8
MWI,ZWE,2008,452.933
GBR,IRL,2019,453.871
ZAF,NAM,2012,454.047
USA,KHM,2018,455.025
ESP,PRT,2001,455.497
BEL,RUS,2005,455.922
IND,ARE,2016,456.77
NGA,SEN,2017,456.896
HUN,SVK,2015,457.059
IRL,UNS,2001,457.114
SER,BIH,2017,457.135
IND,NPL,2016,457.264
AUT,SVK,2017,457.673
USA,ISR,2015,457.728
BRA,FRA,2005,457.914
ZAF,SWZ,2021,457.943
GBR,IRL,2018,458.01
DNK,SVK,2011,458.247
ROM,DNK,2011,458.973
BOL,GBR,2004,459.005
GBR,NLD,2008,459.966
SER,HUN,2014,460.578
EUN,SAU,2013,460.59
USA,PYF,2008,460.763
BEL,CMR,2002,460.88
USA,NLD,2004,460.956
EUN,SAU,2014,461.524
ESP,FRA,1998,461.771
EUN,CUB,2015,462.034
ARG,VEN,2014,462.229
ESP,CUB,2015,462.247
USA,GRD,2012,462.443
SER,CZE,2007,462.744
USA,SUR,2020,463.598
MWI,ZMB,2005,463.709
CHN,USA,2004,463.954
ZAF,NAM,2021,463.962
USA,EGY,2019,464.33
EUN,SAU,2017,464.415
NLD,DEU,1998,464.588
USA,EGY,2020,464.956
EUN,SAU,2018,465.22
BOL,ECU,1999,465.632
GBR,NLD,2012,466.548
SER,SVK,2021,467.048
USA,AUS,2012,467.28
MYS,IDN,2019,467.361
BEL,HUN,2008,467.835
EUN,RUS,2009,467.961
USA,IND,2019,468.322
ZAF,NAM,2010,469.069
LTU,LVA,2012,469.58
GBR,BEL,2005,471.074
IND,CAN,2015,471.791
NLD,USA,2002,472.397
SER,GBR,2016,472.527
IND,ITA,2013,472.594
GBR,BEL,2013,472.897
SER,BLR,2011,473.098
OAS,IDN,2000,473.14
FRA,ESP,2006,473.263
FRA,BEL,2021,473.486
USA,LCA,2020,473.55
FRA,DZA,2017,473.663
ITA,GRC,2009,474.17
AUS,NZL,1999,474.588
USA,KOR,2002,474.867
SER,ESP,2015,476.268
USA,THA,2000,476.62
MWI,ZWE,2019,476.715
AUT,ITA,2000,477.08
NIC,HND,1998,477.12
ARG,CHN,2013,477.33
NLD,HUN,2005,477.568
AUT,NLD,2008,477.645
LVA,EST,2010,477.65
AUT,SVK,2015,477.87
BEL,USA,2017,478.117
BLX,GBR,1997,478.377
CZE,SVK,2013,478.953
AUT,HUN,2002,479.405
USA,DEU,2012,479.873
NLD,SVK,2009,479.977
EUN,SAU,2020,480.336
AUT,NLD,2011,480.703
DNK,SWE,2010,481.506
GBR,IRL,2011,481.556
USA,LCA,2018,481.596
BRA,NLD,2008,482.116
DNK,FRA,2012,483.078
OAS,PHL,2003,483.1
DEU,AUT,1997,483.294
USA,NCL,2003,483.485
USA,EGY,2013,484.064
SER,SVK,2008,485.236
USA,LBN,2007,487
BEL,GBR,2002,487.725
SER,BIH,2012,487.767
EUN,ISR,2003,487.848
BOL,NLD,2004,488.391
JPN,USA,2009,488.894
GBR,IRL,2012,489.443
DEU,ITA,1997,491.368
UGA,ESP,2020,491.634
USA,NLD,2000,492.076
AUS,NZL,2005,492.285
USA,PNG,2017,492.677
ITA,IRL,2004,492.862
AUT,ESP,2014,492.921
CAN,EGY,2015,493.48
KEN,SSD,2016,493.927
NLD,LTU,2014,494.099
USA,PYF,2020,494.375
SER,AUT,2013,494.453
BEL,DEU,1999,494.66
MWI,ZMB,2010,494.853
USA,LBN,2019,495.34
AUT,FRA,2010,495.515
GBR,BEL,2001,495.61
AUT,PRT,2019,496.083
AUS,PNG,2000,496.488
BEL,SVK,2004,497.1
SER,CZE,2006,497.264
JPN,USA,2022,498.342
IND,LKA,1998,498.368
SER,POL,2004,498.543
SER,ISR,2013,499.135
SER,CZE,2009,499.228
SER,MKD,2012,500.59
AUT,SVK,2006,500.731
USA,PYF,1996,500.912
SER,CZE,2008,501.046
AUS,FJI,2011,501.335
NLD,USA,1996,501.505
IND,CHN,2017,502.074
USA,ALB,2003,502.21
AUT,PRT,2018,503.315
AUT,HUN,2012,503.766
FRA,BEL,2016,504.368
EUN,SAU,2021,505.082
AUS,NZL,1996,505.769
ESP,SVK,2011,506.179
AUS,NZL,2017,506.206
USA,LBN,2009,506.491
USA,KOR,2021,507.151
ZAF,NAM,2022,507.76
NIC,HND,1997,509.353
SER,CZE,2010,509.556
USA,BGD,2010,509.799
USA,PYF,2018,510.661
USA,NPL,2020,510.943
SER,ISR,2019,511.801
ZAF,NAM,2018,512.023
EUN,DZA,2007,512.089
SER,ISR,2018,512.253
USA,KAZ,1998,512.541
USA,HND,2008,513.12
USA,LBN,2011,513.211
OAS,THA,2005,513.284
EUN,CMR,2002,513.392
BEL,ESP,1999,513.535
NLD,AUS,1998,513.571
NLD,KEN,2002,513.967
PRT,ESP,1999,514.053
EUN,KEN,2002,514.554
DEU,ISR,2004,515
IND,CAN,2013,515.021
BEL,ITA,2011,515.908
USA,TCD,2008,516.186
VNM,CHN,2008,516.804
GBR,BEL,2008,516.857
NLD,AUS,1997,516.919
CZE,SVK,2021,517.789
USA,DEU,2013,517.985
THA,KHM,2019,518.066
USA,EGY,2021,518.338
OAS,VNM,2006,519.15
USA,BGR,2002,519.357
USA,LBN,2017,519.741
NLD,KEN,1997,519.996
ISR,POL,2004,520
USA,GBR,2020,520.081
LVA,EST,2019,520.48
IRL,GBR,2014,520.834
JPN,USA,2007,520.914
SER,BIH,2022,521.257
IND,LKA,2021,522.195
NLD,ESP,2002,522.471
DNK,SVK,2012,522.607
ITA,SVN,2022,523.577
MWI,TZA,2007,523.719
CAN,ISL,2008,523.811
EUN,CHE,2014,523.917
IND,IDN,2011,525.631
SER,SVK,2007,526.488
AUT,FRA,2006,526.644
ESP,PRT,1998,527.027
BEL,RUS,2007,527.05
AUT,NLD,2006,527.222
BEL,USA,2014,527.228
SER,CZE,2017,528.132
FRA,LBN,2014,529.641
SER,GBR,2015,529.889
NGA,MRT,2019,530.031
COG,CAF,2020,530.521
USA,THA,2006,531.605
IND,SAU,2019,532.64
BEL,GBR,2004,533.686
USA,HKG,1996,534.082
EUN,USA,2014,535.232
USA,PYF,2017,535.43
GBR,DNK,2020,535.565
USA,NLD,2010,537.295
USA,ZAF,2017,537.75
DNK,DEU,2012,537.783
TGO,BEL,2020,537.931
SER,GRC,2022,538.505
SER,SVK,2019,539.45
SER,BIH,2013,539.52
ITA,AUT,2000,540.311
FRA,DZA,2015,540.652
ISR,HUN,2004,542
USA,JAM,2003,543.145
BEL,ITA,2006,543.778
BEL,ITA,2007,543.858
FRA,BEL,2017,543.922
TTO,SUR,2013,544.591
ITA,FRA,2003,544.647
USA,CHN,2007,545.129
IND,IDN,1997,545.55
SER,SVK,2018,545.56
AUT,ITA,1999,546.203
USA,LBR,2010,546.307
USA,ZAF,2014,546.596
IND,AUS,2014,546.707
BEL,DEU,2011,547.161
GBR,BEL,2016,547.525
HUN,POL,2007,548
IND,VNM,2009,550.208
EUN,ISR,2004,550.912
IDN,PHL,1996,553.385
ARG,CHN,2014,554.382
SER,ESP,2013,554.674
ETH,SUD,2012,554.784
USA,GBR,2016,555.666
ESP,FRA,2021,555.809
IND,TUR,2014,556.561
AUS,PNG,2005,556.71
BEL,ITA,2009,556.721
AUT,FRA,2009,557.006
SER,SVK,2002,558.23
AUT,SVK,2011,561.317
CAN,USA,2003,561.504
SER,HUN,2012,561.909
NLD,FRA,2014,563.44
ITA,SVN,2016,564.698
DNK,GRC,2013,564.997
USA,EGY,2016,565.976
USA,EGY,2014,566.069
AUT,NLD,2007,566.408
USA,IDN,2001,567.183
SER,RUS,2008,568.159
ARE,NZL,2005,568.184
USA,PYF,2013,570.306
ZAF,AGO,2020,570.678
ITA,FRA,2011,570.836
TTO,GUY,2008,571.46
USA,GHA,2003,571.86
ETH,IND,2019,572.224
USA,ZAF,2012,572.675
DEU,FRA,1997,573.263
SER,NLD,2015,573.66
BEL,AUT,2007,573.796
GBR,BEL,2002,573.842
USA,FJI,2020,575.502
OAS,JPN,2003,576.9
SER,ESP,2014,577.652
ZWE,ZAF,2000,578.069
USA,CZE,2001,578.117
SER,CZE,2011,579.722
USA,HKG,1997,580.693
NIC,SLV,1998,580.914
BRA,NLD,2006,583.174
EUN,LBN,2014,583.855
EUN,KEN,2001,583.985
NLD,KEN,2001,584.926
CHN,USA,2006,584.995
USA,GBR,2005,585.356
DNK,POL,2007,585.455
GBR,BEL,2006,587.744
SER,DEU,2020,588.32
CAN,USA,2004,588.881
ITA,MLT,2020,589.145
BEL,FRA,2015,589.352
NLD,HUN,2004,590.947
USA,LBN,2018,591.043
AUT,SVK,2007,591.615
FRA,DZA,2011,592.471
IND,BGD,2010,594.127
ITA,GBR,1999,594.306
SER,GBR,2020,594.445
DNK,SWE,2012,595.136
NLD,LTU,2012,595.253
DEU,NLD,2020,595.938
IRL,UNS,2003,596.684
SER,GRC,2020,597.078
SER,BEL,2018,597.697
AUS,NCL,2021,598.815
ZMB,ZAF,2017,599.024
IND,CAN,2020,599.377
USA,VCT,2022,599.4
PRT,DZA,2001,599.665
USA,PYF,2015,601.732
SER,CZE,2015,602.242
AUT,DZA,2017,602.637
USA,THA,2020,602.94
AUT,ITA,2007,603.435
SER,ROM,2011,603.445
USA,PYF,2010,603.715
USA,LBN,2010,604.082
NLD,SVK,2011,604.966
USA,HND,2011,605.8
IND,IDN,2013,605.99
FRA,DZA,2014,606.216
AUS,NZL,2006,606.741
SER,RUS,2011,607.212
MOZ,IND,2021,607.743
AUT,ITA,2006,608.682
BEL,GBR,2009,609.623
USA,KWT,2017,611.239
USA,GBR,2014,612.506
GBR,BLX,1996,614.467
USA,HTI,1999,614.487
OAS,ESP,2003,614.8
AUS,NZL,2014,615.956
USA,HND,1999,617.427
SER,DEU,2022,617.486
SER,RUS,2012,617.735
GBR,FRA,1999,618.736
AUS,NCL,2005,619.096
