Id,Label,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering,Authority,Hub,componentnumber,strongcompnum,eigencentrality,period,network
CMR,Cameroon,9,2,11,62.992,8821.57,8884.562,5,0.335357,0.349321,4.056645,0.002574,0.563636,0.04399,0.003177,0,89,0.165466,2,1201
CYM,Cayman Islands,6,0,6,2027.79,0,2027.79,0,0,0,0,0.002737,0.6,0.028663,0,0,47,0.121141,2,1201
DOM,Dominican Republic,7,3,10,74266.038,173.165,74439.203,4,0.410019,0.432127,12.491461,0.00234,0.597222,0.041595,0.008027,0,89,0.157347,2,1201
GNQ,,3,0,3,17.758,0,17.758,0,0,0,0,0.001735,0.666667,0.018617,0,0,53,0.03555,2,1201
GUY,Guyana,6,2,8,2901.017,8.506,2909.523,4,0.406998,0.427602,0.3171,0.002827,0.714286,0.032018,0.00611,0,89,0.131254,2,1201
KHM,Cambodia,12,6,18,18964.124,985.226,19949.35,4,0.382353,0.407617,0.78684,0.003767,0.848485,0.049426,0.021172,0,89,0.259498,2,1201
LCA,Saint Lucia,2,0,2,1334447.699,0,1334447.699,0,0,0,0,0.001817,1,0.013028,0,0,52,0.045609,2,1201
MEX,Mexico,11,4,15,22382594.1,8836.022,22391430.12,4,0.413084,0.436652,20.646667,0.002608,0.489011,0.057495,0.009027,0,89,0.179469,2,1201
MHL,Marshall Islands,4,0,4,4.938,0,4.938,0,0,0,0,0.002061,0.583333,0.016079,0,0,51,0.069474,2,1201
MOZ,Mozambique,14,17,31,77304.137,58464.558,135768.695,4,0.479393,0.511689,63.681181,0.003571,0.396923,0.051146,0.054755,0,89,0.171785,2,1201
MUS,Mauritius,14,1,15,2476.008,4.682,2480.69,4,0.380379,0.397813,1.957111,0.004139,0.494505,0.049421,0.004542,0,89,0.221363,2,1201
NIC,Nicaragua,4,6,10,8587.408,1743.685,10331.093,4,0.410019,0.436652,3.295271,0.002536,0.464286,0.02,0.010393,0,89,0.076922,2,1201
SUD,Sudan,11,3,14,949.283,35.011,984.294,5,0.339478,0.358748,2.667714,0.00301,0.5,0.047044,0.008905,0,89,0.161526,2,1201
SUR,Suriname,9,0,9,754.036,0,754.036,0,0,0,0,0.004578,0.527778,0.039709,0,0,3,0.140523,2,1201
TCA,,1,0,1,40263.172,0,40263.172,0,0,0,0,0.001639,0,0.006086,0,0,50,0.009682,2,1201
VGB,British Virgin Islands,6,0,6,30574.701,0,30574.701,0,0,0,0,0.00207,0.6,0.034335,0,0,0,0.095247,2,1201
BRB,Barbados,5,1,6,96498.299,0.328,96498.627,6,0.231414,0.238537,220.278408,0.002554,0.366667,0.026559,0.000196,0,89,0.095427,2,1201
VCT,Saint Vincent and the Grenadines,2,1,3,207.177,102.441,309.618,5,0.299864,0.310633,436,0.003958,0.5,0.006947,0.001134,0,89,0.039638,2,1201
BRN,Brunei,7,2,9,4488.818,195.957,4684.775,4,0.347484,0.36086,0,0.002791,0.904762,0.028769,0.00723,0,89,0.151367,2,1201
BWA,Botswana,6,3,9,27045.464,42.846,27088.31,4,0.395349,0.416667,3.59343,0.002366,0.660714,0.014474,0.008366,0,89,0.055041,2,1201
DMA,,4,0,4,1.896,0,1.896,0,0,0,0,0.003045,0.5,0.01351,0,0,5,0.059421,2,1201
GNB,Guinea-Bissau,3,0,3,138.089,0,138.089,0,0,0,0,0.001878,0.5,0.014493,0,0,68,0.044098,2,1201
GTM,Guatemala,15,6,21,47471.856,902.871,48374.727,4,0.428295,0.453997,51.994319,0.006171,0.398693,0.053732,0.012356,0,89,0.24066,2,1201
HTI,Haiti,3,0,3,142.063,0,142.063,0,0,0,0,0.00253,0.5,0.009649,0,0,55,0.048547,2,1201
LAO,Lao PDR,7,4,11,11859.24,6767.652,18626.892,4,0.416981,0.440422,1.109191,0.002546,0.708333,0.031485,0.014716,0,89,0.135902,2,1201
MRT,Mauritania,8,0,8,334.869,0,334.869,0,0,0,0,0.002645,0.785714,0.043524,0,0,41,0.169064,2,1201
MWI,Malawi,8,25,33,4419.514,216758.121,221177.635,4,0.479393,0.523756,62.17093,0.002946,0.308201,0.025604,0.053623,0,89,0.09045,2,1201
PRK,,6,0,6,33328.815,0,33328.815,0,0,0,0,0.002387,0.7,0.030241,0,0,40,0.117237,2,1201
SLV,El Salvador,4,2,6,11660.876,0.604,11661.48,4,0.393238,0.41365,3.761381,0.003119,0.75,0.014102,0.005489,0,89,0.072403,2,1201
SSD,South Sudan,5,0,5,260.845,0,260.845,0,0,0,0,0.002413,0.7,0.019588,0,0,27,0.082169,2,1201
SWZ,Eswatini,5,3,8,829.283,60.742,890.025,4,0.370805,0.389517,0.468687,0.002219,0.571429,0.014207,0.008562,0,89,0.067723,2,1201
TJK,,10,0,10,2536.009,0,2536.009,0,0,0,0,0.004658,0.5,0.035708,0,0,6,0.171878,2,1201
TTO,Trinidad and Tobago,8,7,15,4721.883,49.714,4771.597,4,0.426641,0.453997,673.5379,0.005712,0.324176,0.040192,0.013218,0,89,0.159316,2,1201
CAF,,3,0,3,0.488,0,0.488,0,0,0,0,0.001863,0.5,0.014507,0,0,65,0.045093,2,1201
COK,Cook Islands,2,0,2,9.876,0,9.876,0,0,0,0,0.002117,0.5,0.006849,0,0,25,0.039215,2,1201
COM,,2,0,2,0.271,0,0.271,0,0,0,0,0.001824,0.5,0.010642,0,0,64,0.047034,2,1201
DJI,,2,0,2,55.068,0,55.068,0,0,0,0,0.001811,1,0.010041,0,0,63,0.02959,2,1201
ERI,,1,0,1,0.059,0,0.059,0,0,0,0,0.001693,0,0.006532,0,0,62,0.025508,2,1201
FSM,,1,0,1,0.336,0,0.336,0,0,0,0,0.001693,0,0.006532,0,0,61,0.025508,2,1201
IRQ,Iraq,15,0,15,27562.394,0,27562.394,0,0,0,0,0.004683,0.552381,0.059667,0,0,37,0.278016,2,1201
KIR,Kiribati,2,0,2,2.188,0,2.188,0,0,0,0,0.001831,1,0.009261,0,0,46,0.04619,2,1201
LSO,Lesotho,3,1,4,1830.021,0.41,1830.431,4,0.362295,0.375943,0,0.001973,1,0.012611,0.003287,0,89,0.063177,2,1201
MAC,Macao,6,0,6,3836.436,0,3836.436,0,0,0,0,0.003008,0.5,0.020671,0,0,44,0.105003,2,1201
MDG,Madagascar,8,2,10,670.48,793.448,1463.928,4,0.413084,0.433635,2.583245,0.002543,0.607143,0.038327,0.008167,0,89,0.146016,2,1201
MDV,Maldives,5,0,5,2000.019,0,2000.019,0,0,0,0,0.002321,0.75,0.020377,0,0,43,0.094029,2,1201
MNG,,7,0,7,302.279,0,302.279,0,0,0,0,0.002547,0.547619,0.031907,0,0,42,0.139688,2,1201
NER,,6,1,7,30.054,2.734,32.788,5,0.334848,0.347059,0.160909,0.002301,0.714286,0.027767,0.002579,0,89,0.094935,2,1201
SLB,,2,0,2,1.911,0,1.911,0,0,0,0,0.002117,0.5,0.006849,0,0,20,0.039215,2,1201
TCD,,6,0,6,163.789,0,163.789,0,0,0,0,0.004966,0.466667,0.021198,0,0,14,0.086603,2,1201
TMP,Timor-Leste,5,0,5,2904.362,0,2904.362,0,0,0,0,0.0024,0.5,0.018519,0,0,15,0.082451,2,1201
VUT,,4,0,4,3.534,0,3.534,0,0,0,0,0.002705,0.583333,0.010139,0,0,10,0.059855,2,1201
ZMB,Zambia,6,19,25,13015.798,99393.903,112409.701,4,0.45567,0.496606,20.349144,0.002345,0.330409,0.020065,0.033363,0,89,0.07735,2,1201
ABW,,5,0,5,45.31,0,45.31,0,0,0,0,0.005937,0.5,0.015472,0,0,1,0.084462,2,1201
CUW,Cura�ao,6,0,6,105.883,0,105.883,0,0,0,0,0.002497,0.533333,0.027331,0,0,49,0.100885,2,1201
ALB,Albania,9,0,9,239.315,0,239.315,0,0,0,0,0.003631,0.541667,0.025486,0,0,60,0.140091,2,1201
ARM,Armenia,7,0,7,1702.595,0,1702.595,0,0,0,0,0.003485,0.619048,0.028358,0,0,39,0.140156,2,1201
BUN,Bunkers,7,0,7,116.106,0,116.106,0,0,0,0,0.004705,0.309524,0.023292,0,0,24,0.116949,2,1201
ISL,Iceland,10,0,10,1342.083,0,1342.083,0,0,0,0,0.0042,0.755556,0.042714,0,0,31,0.240629,2,1201
FRO,Faroe Islands,3,0,3,59.935,0,59.935,0,0,0,0,0.001948,0.333333,0.015932,0,0,71,0.053214,2,1201
GRL,Greenland,3,0,3,47.797,0,47.797,0,0,0,0,0.001948,0.333333,0.015932,0,0,70,0.053214,2,1201
PSE,,2,0,2,123.752,0,123.752,0,0,0,0,0.00298,0.5,0.002808,0,0,36,0.024715,2,1201
AND,,3,0,3,20.393,0,20.393,0,0,0,0,0.001861,0.166667,0.011532,0,0,66,0.028606,2,1201
GIB,Gibraltar,3,0,3,40.681,0,40.681,0,0,0,0,0.001894,0.5,0.015587,0,0,67,0.054575,2,1201
GIN,Guinea,5,0,5,25.944,0,25.944,0,0,0,0,0.002128,0.55,0.025795,0,0,69,0.094232,2,1201
KEN,Kenya,17,13,30,48830.942,843.393,49674.335,4,0.469214,0.498115,207.163745,0.004451,0.313406,0.057613,0.032795,0,89,0.224364,2,1201
YEM,Yemen,5,1,6,50.241,0.07,50.311,6,0.232877,0.241252,1.2,0.005275,0.5,0.017432,0.003381,0,89,0.073618,2,1201
EUN,European Union,0,121,121,0,937761.389,937761.389,3,0.685185,0.771772,0,0.001609,0.078444,0,0.212641,0,90,0,2,1201
BES,,2,0,2,0.94,0,0.94,0,0,0,0,0.001732,0,0.012999,0,0,78,0.030553,2,1201
PYF,French Polynesia,6,0,6,22.951,0,22.951,0,0,0,0,0.002674,0.666667,0.02899,0,0,21,0.132369,2,1201
SPE,Special Categories,3,0,3,111.517,0,111.517,0,0,0,0,0.001889,0.5,0.010017,0,0,87,0.019688,2,1201
TKM,Turkmenistan,6,0,6,8130.615,0,8130.615,0,0,0,0,0.002496,0.533333,0.023519,0,0,9,0.099869,2,1201
UZB,Uzbekistan,9,2,11,51498.638,1.878,51500.516,4,0.349684,0.365385,4.204338,0.003297,0.5,0.031494,0.004049,0,89,0.144399,2,1201
GUM,Guam,4,0,4,20.305,0,20.305,0,0,0,0,0.002907,0.666667,0.009318,0,0,75,0.077494,2,1201
MNP,Northern Mariana Islands,3,0,3,69.139,0,69.139,0,0,0,0,0.002754,0.5,0.006164,0,0,74,0.05991,2,1201
BTN,Bhutan,1,0,1,20.506,0,20.506,0,0,0,0,0.001705,0,0.005872,0,0,77,0.020906,2,1201
NFK,,2,0,2,93.421,0,93.421,0,0,0,0,0.001814,1,0.007695,0,0,76,0.026747,2,1201
RWA,Rwanda,7,8,15,16884.108,113.914,16998.022,4,0.448276,0.473982,43.979371,0.003743,0.6,0.016217,0.018394,0,89,0.065347,2,1201
ZWE,Zimbabwe,5,15,20,121053.542,3434.998,124488.54,4,0.401089,0.441176,17.633995,0.002239,0.290441,0.013806,0.023692,0,89,0.0527,2,1201
KGZ,Kyrgyzstan,4,6,10,1069.235,179.813,1249.048,4,0.45102,0.473228,3.210848,0.002466,0.607143,0.012708,0.017833,0,89,0.077273,2,1201
SOM,,1,0,1,0.795,0,0.795,0,0,0,0,0.0019,0,0.000925,0,0,28,0.008469,2,1201
WSM,Samoa,2,1,3,2.151,0.108,2.259,1,1,1,134,0.002192,0.166667,0.003221,0,0,8,0.031925,2,1201
TON,Tonga,2,0,2,4.368,0,4.368,0,0,0,0,0.00217,0.5,0.003046,0,0,19,0.034388,2,1201
TUV,,1,0,1,0.045,0,0.045,0,0,0,0,0.002033,0,0.000317,0,0,18,0.013706,2,1201
PLW,Palau,2,0,2,5.513,0,5.513,0,0,0,0,0.002142,0.5,0.003677,0,0,17,0.034918,2,1201
UMI,,1,0,1,0.03,0,0.03,0,0,0,0,0.001747,0,0.002729,0,0,73,0.020682,2,1201
NRU,,1,0,1,0.258,0,0.258,0,0,0,0,0.001762,0,0.003153,0,0,79,0.017584,2,1201
GRD,,2,0,2,13137.852,0,13137.852,0,0,0,0,0.002481,1,0.007315,0,0,4,0.041888,2,1201
AIA,,1,0,1,117.419,0,117.419,0,0,0,0,0.001787,0,0.006942,0,0,86,0.035926,2,1201
ATG,,1,0,1,8.111,0,8.111,0,0,0,0,0.001787,0,0.006942,0,0,85,0.035926,2,1201
BMU,,1,0,1,68.443,0,68.443,0,0,0,0,0.001787,0,0.006942,0,0,84,0.035926,2,1201
IOT,British Indian Ocean Ter.,1,0,1,416,0,416,0,0,0,0,0.001787,0,0.006942,0,0,83,0.035926,2,1201
KNA,,1,0,1,173.436,0,173.436,0,0,0,0,0.001787,0,0.006942,0,0,82,0.035926,2,1201
SXM,,1,0,1,12.782,0,12.782,0,0,0,0,0.001787,0,0.006942,0,0,81,0.035926,2,1201
VAT,,1,0,1,13.91,0,13.91,0,0,0,0,0.001787,0,0.006942,0,0,80,0.035926,2,1201
TKL,,1,0,1,0.108,0,0.108,0,0,0,0,0.003473,0,0,0,0,7,0.001477,2,1201
SHN,,1,0,1,0.158,0,0.158,0,0,0,0,0.001751,0,0.003349,0,0,88,0.016987,2,1201
