Source,Target,1201 in 1000 USD ,Year
BRA,URY,1567.075,1999
BRA,URY,22.995,2000
BRA,URY,656.346,2003
BRA,URY,0.267,2006
BRA,URY,0.905,2007
BRA,URY,33.831,2008
BRA,URY,1728.801,2009
BRA,URY,22.48,2011
BRA,URY,75.409,2012
BRA,URY,86.168,2013
BRA,URY,513.337,2014
BRA,URY,0.072,2015
BRA,URY,1392.314,2016
BRA,URY,10.035,2017
BRA,URY,3576.265,2018
BRA,URY,165.07,2019
BRA,URY,91.828,2020
BRA,URY,2025.036,2021
BRA,URY,31.614,2022
BRA,USA,33135.61,1997
BRA,USA,6196.371,1998
BRA,USA,592.409,1999
BRA,USA,971.624,2000
BRA,USA,1108.195,2001
BRA,USA,768.475,2002
BRA,USA,448.46,2003
BRA,USA,72127.23,2004
BRA,USA,0.556,2005
BRA,USA,3034.726,2006
BRA,USA,49.994,2007
BRA,USA,619.305,2008
BRA,USA,560.478,2009
BRA,USA,58.692,2010
BRA,USA,0.019,2012
BRA,USA,174690.548,2013
BRA,USA,538145.564,2014
BRA,USA,624.339,2015
BRA,USA,0.165,2016
BRA,USA,0.054,2017
BRA,USA,964.836,2018
BRA,USA,1865.766,2019
BRA,USA,119.749,2020
BRA,USA,86036.279,2021
BRA,USA,2068.591,2022
BRA,UZB,10263.757,1997
BRA,UZB,24267.302,1998
BRA,UZB,10278.84,2010
BRA,VEN,79.529,1997
BRA,VEN,14.271,1998
BRA,VEN,6.719,1999
BRA,VEN,20648.233,2000
BRA,VEN,13891.019,2001
BRA,VEN,94,2002
BRA,VEN,10.914,2003
BRA,VEN,4009.047,2004
BRA,VEN,386.274,2005
BRA,VEN,12770.338,2006
BRA,VEN,1124.8,2007
BRA,VEN,2799.058,2008
BRA,VEN,1655.176,2009
BRA,VEN,3770,2010
BRA,VEN,7332,2011
BRA,VEN,23290.725,2012
BRA,VEN,12954.981,2013
BRA,VEN,176.157,2016
BRA,VEN,483.612,2017
BRA,VEN,48095.915,2018
BRA,VEN,1224.297,2019
BRA,VEN,10.619,2020
BRA,VEN,32.886,2021
BRA,VEN,242.397,2022
BRA,VGB,17.799,2010
BRA,VGB,747.4,2017
BRA,VGB,4577.448,2018
BRA,VGB,10727.985,2019
BRA,VGB,9073.657,2020
BRA,VGB,3851.935,2021
BRA,VGB,1255.877,2022
BRA,VNM,1733.051,1997
BRA,VNM,1226.5,1998
BRA,VNM,90.733,2009
BRA,VNM,258227.312,2011
BRA,VNM,291938.043,2012
BRA,VNM,307965.02,2013
BRA,VNM,219158.842,2014
BRA,VNM,260530.336,2015
BRA,VNM,108358.35,2016
BRA,VNM,230891.437,2017
BRA,VNM,135558.584,2018
BRA,VNM,236226.454,2019
BRA,VNM,239600.787,2020
BRA,VNM,553532.747,2021
BRA,VNM,604035.055,2022
BRA,ZAF,9.202,2007
BRA,ZAF,77.293,2008
BRA,ZAF,31.962,2009
BRA,ZAF,25.469,2010
BRA,ZAF,33.363,2011
BRA,ZAF,31.5,2012
BRA,ZAF,0.057,2013
BRA,ZAF,7727.768,2014
BRA,ZAF,31888.294,2015
BRA,ZAF,0.06,2017
BRA,ZAF,0.19,2018
BRA,ZAF,0.067,2019
BRA,ZAF,11012.223,2020
BRA,ZAF,5.292,2021
BRA,ZAF,40.34,2022
BRA,ZAR,18.455,2013
BRA,ZAR,58.498,2015
BRA,ZMB,0.025,2012
BRB,LCA,0.08,2008
BRB,VCT,0.328,2020
BRN,MYS,1.066,2004
BRN,MYS,11.627,2009
BRN,MYS,19.814,2010
BRN,MYS,2.521,2011
BRN,MYS,50.146,2014
BRN,MYS,10.772,2015
BRN,MYS,10.049,2016
BRN,MYS,60.373,2019
BRN,MYS,64.53,2021
BRN,SGP,0.97,2006
BRN,SGP,0.087,2015
BTN,IND,18.942,1999
BTN,IND,3.839,2005
BTN,IND,4.187,2006
BTN,IND,2.666,2007
BTN,IND,16.29,2009
BTN,IND,10.123,2010
BTN,IND,2.596,2011
BTN,IND,1.367,2012
BWA,GBR,2.804,2016
BWA,NAM,3.703,2007
BWA,NAM,0.005,2015
BWA,NAM,0.885,2018
BWA,ZAF,5.342,2001
BWA,ZAF,8.289,2002
BWA,ZAF,88.073,2003
BWA,ZAF,0.015,2004
BWA,ZAF,4.57,2005
BWA,ZAF,0.137,2006
BWA,ZAF,0.138,2007
BWA,ZAF,0.342,2009
BWA,ZAF,0.004,2012
BWA,ZAF,0.075,2013
BWA,ZAF,0.12,2015
BWA,ZAF,31.667,2018
BWA,ZAF,0.373,2020
BWA,ZAF,6.917,2021
BWA,ZWE,3.314,2004
BWA,ZWE,0.395,2009
BWA,ZWE,0.589,2010
BWA,ZWE,0.098,2011
CAN,ABW,0.155,2004
CAN,AFG,111.085,2015
CAN,AGO,32.078,2012
CAN,ANT,4457.281,2000
CAN,ANT,89.36,2001
CAN,ANT,33.97,2002
CAN,ANT,211.803,2003
CAN,ANT,0.042,2007
CAN,ANT,24.083,2009
CAN,ARE,12.906,1997
CAN,ARE,17.541,2001
CAN,ARE,41.215,2002
CAN,ARE,9.01,2003
CAN,ARE,28.463,2004
CAN,ARE,26.575,2005
CAN,ARE,28.375,2006
CAN,ARE,117.431,2007
CAN,ARE,63.621,2008
CAN,ARE,34.929,2010
CAN,ARE,43.158,2011
CAN,ARE,6769.556,2013
CAN,ARE,192.911,2014
CAN,ARE,231.266,2015
CAN,ARE,255.651,2016
CAN,ARE,338.839,2017
CAN,ARE,342.659,2018
CAN,ARE,258.499,2019
CAN,ARE,293.831,2020
CAN,ARE,337.719,2021
CAN,ARE,728.491,2022
CAN,ARG,10509.533,1997
CAN,ARG,24.295,2002
CAN,ARG,11.328,2008
CAN,ARG,4.02,2013
CAN,ARG,7.257,2014
CAN,ARG,3.967,2015
CAN,ARG,1.699,2016
CAN,ARG,13.964,2019
CAN,ARG,1.531,2020
CAN,ATF,0.031,2004
CAN,AUS,8.516,1996
CAN,AUS,6.849,1999
CAN,AUS,8.609,2000
CAN,AUS,8.747,2002
CAN,AUS,212.93,2003
CAN,AUS,139.609,2004
CAN,AUS,29.489,2007
CAN,AUS,11.601,2008
CAN,AUS,38.107,2009
CAN,AUS,29.573,2010
CAN,AUS,37.48,2013
CAN,AUS,41.385,2015
CAN,AUS,425.235,2019
CAN,AUS,700.888,2020
CAN,AUS,375.424,2021
CAN,AUT,11.951,1996
CAN,AUT,147.151,1997
CAN,AUT,112.007,1998
CAN,AUT,35.726,1999
CAN,AUT,24.318,2000
CAN,AUT,62.883,2001
CAN,AUT,56.463,2002
CAN,AUT,12.041,2003
CAN,AUT,25.158,2004
CAN,AUT,47.625,2006
CAN,AUT,8.648,2007
CAN,AUT,8.56,2008
CAN,AUT,25.879,2009
CAN,AUT,17.018,2010
CAN,AUT,0.396,2011
CAN,AUT,19.871,2012
CAN,AUT,16.778,2013
CAN,AUT,12.931,2014
CAN,AUT,103.838,2015
CAN,AUT,321.614,2016
CAN,AUT,406.9,2019
CAN,AUT,49.359,2021
CAN,AUT,26.315,2022
CAN,AZE,0.993,2004
CAN,BEL,725.002,1999
CAN,BEL,6408.425,2000
CAN,BEL,3164.046,2001
CAN,BEL,13903.362,2002
CAN,BEL,22083.512,2003
CAN,BEL,8965.117,2004
CAN,BEL,32255.244,2005
CAN,BEL,38324.323,2006
CAN,BEL,53908.393,2007
CAN,BEL,89271.145,2008
CAN,BEL,59708.148,2009
CAN,BEL,80421.262,2010
CAN,BEL,80059.11,2011
CAN,BEL,125329.355,2012
CAN,BEL,76715.921,2013
CAN,BEL,99710.96,2014
CAN,BEL,62425.329,2015
CAN,BEL,49090.308,2016
CAN,BEL,40980.531,2017
CAN,BEL,15559.265,2018
CAN,BEL,94140.841,2019
CAN,BEL,99890.411,2020
CAN,BEL,93503.699,2021
CAN,BEL,108737.32,2022
CAN,BEN,24.733,2019
CAN,BGD,74.089,2012
CAN,BGD,26910.364,2013
CAN,BGD,21325.885,2014
CAN,BGD,71916.366,2015
CAN,BGD,29128.639,2018
CAN,BGD,193433.957,2019
CAN,BGD,118311.713,2020
CAN,BGD,129900.689,2021
CAN,BGD,53794.337,2022
CAN,BGR,9.316,2001
CAN,BGR,9.178,2002
CAN,BGR,12.474,2009
CAN,BGR,13.438,2011
CAN,BGR,98.687,2012
CAN,BGR,13.352,2014
CAN,BGR,13.818,2015
CAN,BGR,11.808,2016
CAN,BGR,14.134,2017
CAN,BGR,13.181,2018
CAN,BGR,25.657,2019
CAN,BGR,14.272,2020
CAN,BGR,17.221,2021
CAN,BGR,17.182,2022
CAN,BHR,11.684,2014
CAN,BHR,14.372,2015
CAN,BHR,13.796,2017
CAN,BHR,16.381,2018
CAN,BLR,161.712,2004
CAN,BLR,141.718,2005
CAN,BLX,14013.173,1996
CAN,BLX,16747.165,1997
CAN,BLX,2046.854,1998
CAN,BMU,6.702,1997
CAN,BMU,4.221,1999
CAN,BMU,3.415,2005
CAN,BMU,1.95,2006
CAN,BRA,24.876,2009
CAN,BRA,78.409,2012
CAN,BRA,21.604,2020
CAN,BRA,16.023,2021
CAN,BRB,4.062,2005
CAN,BRB,1.602,2006
CAN,BRN,11.984,2005
CAN,BRN,6.274,2006
CAN,BRN,53.526,2007
CAN,BRN,39.41,2008
CAN,BRN,57.251,2009
CAN,BRN,189.517,2010
CAN,BRN,150.158,2011
CAN,BRN,97.419,2012
CAN,BRN,454.426,2013
CAN,BRN,368.263,2014
CAN,BRN,373.432,2015
CAN,BRN,313.614,2016
CAN,BRN,337.442,2017
CAN,BRN,468.267,2018
CAN,BRN,382.943,2019
CAN,BRN,353.3,2020
CAN,BRN,263.823,2021
CAN,BRN,307.337,2022
CAN,CHE,62160.381,2021
CAN,CHE,20.177,2022
CAN,CHL,6.282,2001
CAN,CHL,63.903,2005
CAN,CHL,1.959,2007
CAN,CHL,4.393,2009
CAN,CHL,9.889,2010
CAN,CHL,4.287,2011
CAN,CHL,3.577,2012
CAN,CHL,6.07,2013
CAN,CHL,3.28,2014
CAN,CHL,16.366,2015
CAN,CHL,15.355,2016
CAN,CHL,12.591,2017
CAN,CHL,40.975,2018
CAN,CHL,13.975,2019
CAN,CHL,2.589,2020
CAN,CHL,35.721,2021
CAN,CHL,94.242,2022
CAN,CHN,805.475,1996
CAN,CHN,2228.561,1997
CAN,CHN,8457.766,1998
CAN,CHN,7584.165,1999
CAN,CHN,951.28,2000
CAN,CHN,560.594,2001
CAN,CHN,957.772,2002
CAN,CHN,1334.225,2003
CAN,CHN,8100.926,2004
CAN,CHN,3580.879,2005
CAN,CHN,2495.557,2006
CAN,CHN,2781.043,2007
CAN,CHN,79718.634,2008
CAN,CHN,52856.406,2009
CAN,CHN,94054.683,2010
CAN,CHN,96791.815,2011
CAN,CHN,483822.04,2012
CAN,CHN,421899.594,2013
CAN,CHN,272778.597,2014
CAN,CHN,460455.397,2015
CAN,CHN,715390.243,2016
CAN,CHN,769012.11,2017
CAN,CHN,1323438.326,2018
CAN,CHN,25124.727,2019
CAN,CHN,206473.975,2020
CAN,CHN,345213.856,2021
CAN,CHN,680119.081,2022
CAN,CIV,102.754,2011
CAN,CMR,81.927,2006
CAN,COL,25.692,1996
CAN,COL,125.417,1998
CAN,COL,17.335,2005
CAN,COL,75.246,2007
CAN,COL,30.757,2008
CAN,COL,22.222,2020
CAN,COL,28.377,2021
CAN,CRI,12.401,1997
CAN,CRI,51.817,1999
CAN,CRI,10.639,2017
CAN,CRI,17.915,2019
CAN,CRI,16.155,2021
CAN,CRI,36.834,2022
CAN,CUB,1040.337,1996
CAN,CUB,125.141,1997
CAN,CUB,603.311,1998
CAN,CUB,738.516,1999
CAN,CUB,659.318,2000
CAN,CUB,573.803,2001
CAN,CUB,2839.686,2002
CAN,CUB,23.743,2006
CAN,CUB,40.634,2007
CAN,CUB,0.542,2011
CAN,CUB,2.33,2012
CAN,CUB,0.696,2013
CAN,CUB,2189.482,2016
CAN,CUB,4853.699,2017
CAN,CUB,7871.998,2018
CAN,CUB,16612.199,2019
CAN,CUB,5341.087,2020
CAN,CYM,0.515,2005
CAN,CYM,0.086,2006
CAN,CZE,9.007,2000
CAN,CZE,147.632,2001
CAN,CZE,112.516,2002
CAN,CZE,329.713,2003
CAN,CZE,578.057,2004
CAN,CZE,532.226,2005
CAN,CZE,178.082,2006
CAN,CZE,150.412,2007
CAN,CZE,100.065,2008
CAN,CZE,49.453,2009
CAN,CZE,30.781,2010
CAN,CZE,120.789,2012
CAN,CZE,19.133,2013
CAN,CZE,9.704,2015
CAN,CZE,98.469,2016
CAN,CZE,298.721,2017
CAN,CZE,174.238,2018
CAN,CZE,438.702,2019
CAN,CZE,1620.171,2020
CAN,CZE,607.854,2021
CAN,CZE,561.799,2022
CAN,DEU,2410.82,1996
CAN,DEU,349.157,1997
CAN,DEU,19990.302,1998
CAN,DEU,6703.742,1999
CAN,DEU,1423.088,2000
CAN,DEU,5371.395,2001
CAN,DEU,168.11,2002
CAN,DEU,8393.008,2003
CAN,DEU,3693.824,2004
CAN,DEU,438.917,2005
CAN,DEU,17186.212,2006
CAN,DEU,12324.074,2007
CAN,DEU,36160.947,2008
CAN,DEU,34534.773,2009
CAN,DEU,66615.811,2010
CAN,DEU,34538.061,2011
CAN,DEU,129875.711,2012
CAN,DEU,111922.104,2013
CAN,DEU,7496.405,2014
CAN,DEU,30392.397,2015
CAN,DEU,69367.029,2016
CAN,DEU,61981.386,2017
CAN,DEU,16965.055,2018
CAN,DEU,62213.573,2019
CAN,DEU,24769.204,2020
CAN,DEU,32707.438,2021
CAN,DEU,1338.438,2022
CAN,DMA,0.244,2007
CAN,DMA,0.249,2009
CAN,DMA,0.057,2019
CAN,DNK,18.115,1996
CAN,DNK,1573.177,1997
CAN,DNK,7155.111,1998
CAN,DNK,7706.601,1999
CAN,DNK,19432.015,2000
CAN,DNK,15092.242,2001
CAN,DNK,2050.409,2002
CAN,DNK,5945.316,2003
CAN,DNK,0.017,2004
CAN,DNK,20898.755,2007
CAN,DNK,12082.846,2008
CAN,DNK,23052.594,2009
CAN,DNK,35333.89,2010
CAN,DNK,37351.857,2011
CAN,DNK,34499.766,2012
CAN,DNK,281.167,2013
CAN,DNK,86.493,2014
CAN,DNK,13.028,2015
CAN,DNK,12.598,2017
CAN,DOM,5.518,2004
CAN,DOM,1.365,2005
CAN,DOM,19.347,2007
CAN,DOM,0.708,2008
CAN,DOM,2.822,2010
CAN,DOM,15.255,2015
CAN,DOM,3.837,2018
CAN,DOM,5.016,2019
CAN,DZA,2726.487,2000
CAN,DZA,3411.869,2001
CAN,DZA,7.104,2006
CAN,DZA,49.465,2013
CAN,DZA,23887.61,2019
CAN,DZA,104450.739,2020
CAN,DZA,137513.193,2021
CAN,DZA,159254.224,2022
CAN,ECU,7.677,2001
CAN,EGY,2518.507,2004
CAN,EGY,4857.611,2005
CAN,EGY,4075.189,2006
CAN,EGY,5735.935,2007
CAN,EGY,46840.301,2008
CAN,EGY,31055.905,2010
CAN,EGY,73507.678,2011
CAN,EGY,91194.738,2012
CAN,EGY,64060.763,2013
CAN,EGY,29949.385,2014
CAN,EGY,24647.4,2015
CAN,EGY,37510.206,2020
CAN,EGY,74328.732,2021
CAN,EGY,53364.06,2022
CAN,ESP,10650.4,1996
CAN,ESP,10170.328,1997
CAN,ESP,19900.956,1998
CAN,ESP,3210.618,1999
CAN,ESP,31.986,2000
CAN,ESP,87.178,2001
CAN,ESP,13387.894,2002
CAN,ESP,2452.693,2003
CAN,ESP,2590.48,2004
CAN,ESP,3226.759,2005
CAN,ESP,4391.011,2006
CAN,ESP,1191.599,2007
CAN,ESP,1194.097,2008
CAN,ESP,89784.677,2009
CAN,ESP,65885.18,2010
CAN,ESP,42316.15,2011
CAN,ESP,47433,2012
CAN,ESP,61350.03,2013
CAN,ESP,55686.422,2014
CAN,ESP,1780.827,2015
CAN,ESP,69204.295,2016
CAN,ESP,106525.251,2017
CAN,ESP,1310.103,2018
CAN,ESP,48941.202,2019
CAN,ESP,62808.125,2020
CAN,ESP,59159.7,2021
CAN,ESP,62672.961,2022
CAN,EST,48.144,2008
CAN,EST,328.59,2009
CAN,EST,17.835,2013
CAN,EST,37.741,2018
CAN,EST,1.802,2019
CAN,EST,13.716,2020
CAN,FIN,3055.416,1997
CAN,FIN,665.426,1998
CAN,FIN,5523.755,2002
CAN,FIN,5377.282,2005
CAN,FIN,16.566,2013
CAN,FIN,13.659,2014
CAN,FIN,11.259,2015
CAN,FIN,3164.524,2016
CAN,FIN,345.232,2017
CAN,FIN,159.256,2018
CAN,FIN,320.678,2019
CAN,FIN,372.732,2020
CAN,FIN,304.805,2021
CAN,FIN,462.565,2022
CAN,FLK,7.657,1996
CAN,FRA,2306.541,1996
CAN,FRA,326.953,1997
CAN,FRA,278.27,1998
CAN,FRA,3394.442,1999
CAN,FRA,338.087,2000
CAN,FRA,3364.422,2001
CAN,FRA,10126.404,2002
CAN,FRA,2909.393,2003
CAN,FRA,15843.648,2004
CAN,FRA,4456.329,2005
CAN,FRA,14468.754,2006
CAN,FRA,24630.842,2007
CAN,FRA,24182.229,2008
CAN,FRA,811.534,2009
CAN,FRA,27073.826,2010
CAN,FRA,36429.955,2011
CAN,FRA,19971.828,2012
CAN,FRA,37240.592,2013
CAN,FRA,47529.942,2014
CAN,FRA,62733.679,2015
CAN,FRA,31147.526,2016
CAN,FRA,12014.967,2017
CAN,FRA,776.723,2018
CAN,FRA,31606.933,2019
CAN,FRA,12231.964,2020
CAN,FRA,986.521,2021
CAN,FRA,19828.071,2022
CAN,GBR,154.999,2008
CAN,GBR,127.703,2011
CAN,GBR,176.605,2012
CAN,GBR,270.804,2013
CAN,GBR,28.958,2016
CAN,GBR,71824.13,2020
CAN,GBR,59906.864,2021
CAN,GBR,22554.324,2022
CAN,GEO,13.077,2021
CAN,GHA,7.567,2009
CAN,GHA,9.089,2011
CAN,GHA,13.273,2016
CAN,GIN,47.62,2003
CAN,GNB,131.378,2021
CAN,GRC,19.526,1997
CAN,GRC,46.629,2010
CAN,GRC,10641.386,2015
CAN,GRC,6371.815,2017
CAN,GRC,7504.286,2018
CAN,GRC,5314.532,2019
CAN,GRC,7681.72,2020
CAN,GRC,12374.767,2021
CAN,GRC,11161.688,2022
CAN,GRL,0.131,2005
CAN,GTM,7.844,2002
CAN,GTM,0.06,2019
CAN,GUY,3.486,2013
CAN,GUY,48.572,2018
CAN,HKG,11900.412,1996
CAN,HKG,9779.347,1997
CAN,HKG,7508.699,1998
CAN,HKG,6781.449,1999
CAN,HKG,7180.469,2000
CAN,HKG,6736.53,2001
CAN,HKG,5817.428,2002
CAN,HKG,7254.355,2003
CAN,HKG,6561.957,2004
CAN,HKG,6631.248,2005
CAN,HKG,7885.141,2006
CAN,HKG,11730.135,2007
CAN,HKG,14551.83,2008
CAN,HKG,16650.246,2009
CAN,HKG,16580.267,2010
CAN,HKG,15824.621,2011
CAN,HKG,18027.278,2012
CAN,HKG,20552.504,2013
CAN,HKG,19913.756,2014
CAN,HKG,16988.992,2015
CAN,HKG,15490.926,2016
CAN,HKG,14391.937,2017
CAN,HKG,15320.548,2018
CAN,HKG,12809.996,2019
CAN,HKG,10983.754,2020
CAN,HKG,12273.875,2021
CAN,HKG,13670.555,2022
CAN,HND,16.165,2009
CAN,HRV,1.85,2003
CAN,HRV,55.749,2004
CAN,HRV,48.305,2005
CAN,HRV,12.274,2006
CAN,HRV,107.345,2009
CAN,HRV,27.2,2010
CAN,HRV,26.944,2011
CAN,HRV,61.978,2012
CAN,HRV,24.608,2017
CAN,HRV,85.082,2021
CAN,HRV,257.887,2022
CAN,HTI,31.349,2012
CAN,HTI,0.057,2019
CAN,HTI,61.616,2021
CAN,HUN,0.006,2002
CAN,HUN,0.031,2004
CAN,HUN,9.936,2005
CAN,HUN,18.239,2006
CAN,HUN,9.855,2007
CAN,HUN,8.496,2008
CAN,HUN,31.878,2010
CAN,HUN,12.38,2011
CAN,IDN,658.283,1996
CAN,IDN,515.636,1997
CAN,IDN,477.229,1998
CAN,IDN,9187.68,1999
CAN,IDN,3464.334,2000
CAN,IDN,159.059,2001
CAN,IDN,8573.707,2002
CAN,IDN,65.814,2003
CAN,IDN,179.37,2004
CAN,IDN,10269.248,2005
CAN,IDN,176.642,2006
CAN,IDN,165.109,2007
CAN,IDN,2353.869,2008
CAN,IDN,498.501,2009
CAN,IDN,3538.884,2010
CAN,IDN,743.61,2011
CAN,IDN,6153.764,2012
CAN,IDN,7995.309,2013
CAN,IDN,26193.357,2014
CAN,IDN,21005.409,2015
CAN,IDN,3306.104,2016
CAN,IDN,2628.665,2017
CAN,IDN,21147.518,2018
CAN,IDN,63070.333,2019
CAN,IDN,88059.962,2020
CAN,IDN,160973.011,2021
CAN,IDN,172965.903,2022
CAN,IND,110.154,1997
CAN,IND,2.022,1998
CAN,IND,17.111,2000
CAN,IND,34.44,2001
CAN,IND,13.068,2002
CAN,IND,32.795,2005
CAN,IND,0.041,2006
CAN,IND,23.304,2009
CAN,IND,24.683,2010
CAN,IND,326.325,2014
CAN,IND,144.087,2017
CAN,IND,459.365,2018
CAN,IRL,5.287,1998
CAN,IRL,1254.319,2000
CAN,IRL,30.468,2002
CAN,IRL,1007.946,2003
CAN,IRL,13.989,2004
CAN,IRL,10.383,2005
CAN,IRL,523.076,2006
CAN,IRL,1949.258,2007
CAN,IRL,69.418,2008
CAN,IRL,168.622,2009
CAN,IRL,352.87,2010
CAN,IRL,178.996,2011
CAN,IRL,91.521,2012
CAN,IRL,2753.915,2013
CAN,IRL,1911.637,2014
CAN,IRL,5659.503,2015
CAN,IRL,1202.927,2016
CAN,IRL,10995.217,2017
CAN,IRL,6245.638,2018
CAN,IRL,13820.905,2019
CAN,IRL,3719,2020
CAN,IRL,8429.865,2021
CAN,IRL,5783.41,2022
CAN,IRN,22964.08,1998
CAN,IRN,45923.442,1999
CAN,IRN,22797.851,2000
CAN,IRN,11034.21,2002
CAN,IRN,16612.509,2003
CAN,IRN,47816.705,2004
CAN,IRN,36199.526,2005
CAN,IRN,38495.281,2006
CAN,IRN,81860.344,2007
CAN,IRN,21373.991,2008
CAN,IRN,54367.843,2009
CAN,IRN,31606.432,2011
CAN,IRN,22128.112,2012
CAN,IRN,29601.838,2014
CAN,IRN,49335.045,2015
CAN,IRN,72553.525,2016
CAN,IRN,51444.939,2017
CAN,IRN,48045.796,2018
CAN,IRN,236084.737,2019
CAN,IRN,302651.477,2020
CAN,IRN,309763.74,2021
CAN,IRN,268758.58,2022
CAN,ISR,23.007,1996
CAN,ISR,34.298,1997
CAN,ISR,2194.736,1998
CAN,ISR,128.424,1999
CAN,ISR,182.169,2000
CAN,ISR,163.05,2001
CAN,ISR,196.142,2002
CAN,ISR,397.538,2003
CAN,ISR,417.215,2004
CAN,ISR,454.275,2005
CAN,ISR,5265.06,2006
CAN,ISR,16590.311,2007
CAN,ISR,10909.794,2008
CAN,ISR,21042.559,2009
CAN,ISR,865.863,2010
CAN,ISR,1051.698,2011
CAN,ISR,5642.379,2012
CAN,ISR,1706.318,2013
CAN,ISR,2002.019,2014
CAN,ISR,1834.97,2015
CAN,ISR,1810.718,2016
CAN,ISR,2643.447,2017
CAN,ISR,2089.934,2018
CAN,ISR,2068.307,2019
CAN,ISR,2418.616,2020
CAN,ISR,47589.113,2021
CAN,ISR,24245.57,2022
CAN,ITA,593.613,1996
CAN,ITA,1677.783,1997
CAN,ITA,2657.044,1998
CAN,ITA,1336.629,1999
CAN,ITA,763.514,2000
CAN,ITA,2120.048,2001
CAN,ITA,4739.438,2002
CAN,ITA,2206.445,2003
CAN,ITA,483.356,2004
CAN,ITA,668.174,2005
CAN,ITA,1685.873,2006
CAN,ITA,2739.402,2007
CAN,ITA,2630.652,2008
CAN,ITA,21671.918,2009
CAN,ITA,10077.128,2010
CAN,ITA,26902.126,2011
CAN,ITA,58884.041,2012
CAN,ITA,68804.311,2013
CAN,ITA,54207.16,2014
CAN,ITA,73554.988,2015
CAN,ITA,78297.051,2016
CAN,ITA,110833.218,2017
CAN,ITA,92564.831,2018
CAN,ITA,135731.775,2019
CAN,ITA,156070.796,2020
CAN,ITA,145581.86,2021
CAN,ITA,246548.887,2022
CAN,JAM,8.58,1996
CAN,JAM,99.553,2000
CAN,JAM,30.917,2001
CAN,JAM,8.752,2002
CAN,JAM,24.637,2003
CAN,JAM,118.028,2005
CAN,JAM,164.497,2006
CAN,JAM,304.354,2007
CAN,JAM,122.933,2008
CAN,JAM,142.732,2009
CAN,JAM,193.396,2010
CAN,JAM,231.803,2011
CAN,JAM,670.697,2012
CAN,JAM,398.865,2013
CAN,JAM,464.539,2014
CAN,JAM,362.716,2015
CAN,JAM,307.566,2016
CAN,JAM,532.711,2017
CAN,JAM,148.995,2018
CAN,JAM,119.785,2019
CAN,JAM,87.816,2020
CAN,JAM,33.403,2021
CAN,JAM,308.487,2022
CAN,JOR,11.906,1999
CAN,JOR,75.84,2001
CAN,JOR,15.542,2003
CAN,JOR,143.583,2006
CAN,JOR,29.76,2007
CAN,JOR,24.149,2010
CAN,JOR,743.469,2019
CAN,JOR,77.209,2021
CAN,JPN,17802.372,1996
CAN,JPN,25733.06,1997
CAN,JPN,18967.268,1998
CAN,JPN,29419.785,1999
CAN,JPN,51486.067,2000
CAN,JPN,39559.607,2001
CAN,JPN,31103.816,2002
CAN,JPN,55302.98,2003
CAN,JPN,112285.098,2004
CAN,JPN,106998.219,2005
CAN,JPN,121942.339,2006
CAN,JPN,131307.286,2007
CAN,JPN,189948.163,2008
CAN,JPN,204909.318,2009
CAN,JPN,227899.822,2010
CAN,JPN,245293.173,2011
CAN,JPN,266421.939,2012
CAN,JPN,288432.321,2013
CAN,JPN,266682.924,2014
CAN,JPN,242407.941,2015
CAN,JPN,204713.589,2016
CAN,JPN,200309.61,2017
CAN,JPN,208395.519,2018
CAN,JPN,195595.084,2019
CAN,JPN,199108.63,2020
CAN,JPN,192599.658,2021
CAN,JPN,269067.126,2022
CAN,KAZ,17.834,2004
CAN,KEN,387.303,1996
CAN,KHM,37.447,2015
CAN,KHM,8.678,2016
CAN,KHM,96.509,2019
CAN,KHM,365.533,2020
CAN,KHM,257.678,2021
CAN,KHM,525.025,2022
CAN,KOR,1739.861,1996
CAN,KOR,1008.261,1997
CAN,KOR,2515.755,1998
CAN,KOR,807.344,1999
CAN,KOR,519.592,2000
CAN,KOR,57.533,2001
CAN,KOR,73.701,2004
CAN,KOR,296.598,2005
CAN,KOR,41.028,2007
CAN,KOR,164.328,2008
CAN,KOR,267.963,2009
CAN,KOR,2319.218,2010
CAN,KOR,8522.044,2011
CAN,KOR,9807.574,2012
CAN,KOR,15480.819,2013
CAN,KOR,10836.44,2014
CAN,KOR,7456.444,2015
CAN,KOR,14910.716,2016
CAN,KOR,8509.167,2017
CAN,KOR,6304.399,2018
CAN,KOR,10117.342,2019
CAN,KOR,8360.242,2020
CAN,KOR,9976.527,2021
CAN,KOR,36391.651,2022
CAN,KWT,84.221,2008
CAN,LAO,6.06,2021
CAN,LBN,23.348,1999
CAN,LBN,6.924,2006
CAN,LBN,132.031,2007
CAN,LBN,53.724,2012
CAN,LBN,38.967,2014
CAN,LBR,14.397,2016
CAN,LCA,0.513,2007
CAN,LKA,848.103,1999
CAN,LKA,102.204,2001
CAN,LKA,162.046,2002
CAN,LKA,135.562,2003
CAN,LKA,503.175,2004
CAN,LKA,357.67,2005
CAN,LKA,64.625,2006
CAN,LKA,22.39,2007
CAN,LKA,1107.913,2008
CAN,LKA,26.165,2016
CAN,LKA,30.099,2018
CAN,LKA,28.459,2019
CAN,LTU,25.095,2001
CAN,LTU,9.637,2002
CAN,LTU,11.482,2003
CAN,LTU,23.361,2004
CAN,LTU,13.333,2005
CAN,LTU,12.053,2006
CAN,LTU,7.897,2007
